,date,delta_deaths_per_capita,delta_cases_per_capita,delta_deaths_per_capita.l1,delta_cases_per_capita.l1,log_new_vaccines_per_capita,log_new_people_vaccinated_per_capita,delta_cases_per_capita_United_Kingdom,delta_deaths_per_capita_United Kingdom,delta_cases_per_capita_Germany,delta_deaths_per_capita_Germany,delta_cases_per_capita_France,delta_deaths_per_capita_France,full_lockdown,full_lockdown.l30,full_lockdown.l45,max_tp,min_tp,rain,humidity,day_of_the_week,season,trend
39,2020-04-09,5.619213213820699e-06,0.0001003430931039,5.017154655197052e-06,7.325045796587699e-05,0.0,0.0,7.137085436571908e-05,1.6391252091387437e-05,5.928453011902631e-05,2.9320455185525723e-06,5.612411379075076e-05,1.987481830856397e-05,1,0.0,0.0,1.75,5.1125,0.0,0.4749999999999996,4,1,40
40,2020-04-10,4.8164684689891625e-06,0.0003040395721049,5.619213213820699e-06,0.0001003430931039,0.0,0.0,6.339514672912272e-05,1.646455822775319e-05,6.344422071242009e-05,3.170423202987738e-06,2.322683990388895e-05,1.4609474652190662e-05,1,0.0,0.0,0.2249999999999978,8.15,0.3875,-1.525000000000002,5,1,41
41,2020-04-11,6.62264414486011e-06,0.0001683757102284,4.8164684689891625e-06,0.0003040395721049,0.0,0.0,5.279507941063173e-05,1.2374075818542903e-05,4.926074848852764e-05,2.0381292019206905e-06,2.1432173474533503e-05,9.433122719587086e-06,1,0.0,0.0,-1.625,8.225,1.3,-1.8499999999999976,6,1,42
42,2020-04-12,2.8096066069103527e-06,0.0001458988573731,6.62264414486011e-06,0.0001683757102284,0.0,0.0,5.154887509241325e-05,9.632426318462905e-06,3.362317238958046e-05,1.537536064606837e-06,0.0007526475037821,8.320726172465965e-06,1,0.0,0.0,-4.875,6.3125,3.2,-3.25,0,1,43
43,2020-04-13,6.221271772444332e-06,0.0001990806967182,2.8096066069103527e-06,0.0001458988573731,0.0,0.0,6.145986472906617e-05,1.0629389773037476e-05,3.0238209270600988e-05,1.501779411941561e-06,4.6557503485509166e-05,8.498709620005348e-06,1,0.0,0.0,1.0875000000000004,2.2375000000000003,0.0,5.9625,1,1,44
44,2020-04-14,8.228133634523169e-06,0.0001669709069249,6.221271772444332e-06,0.0001990806967182,0.0,0.0,6.36297263654933e-05,1.579014177318806e-05,2.481511694970109e-05,2.026210317698929e-06,0.0002587879327222,1.1020141793479855e-05,1,0.0,0.0,1.5250000000000004,0.4249999999999999,0.0,0.4375,2,1,45
45,2020-04-15,7.626075075899515e-06,0.00021433284687,8.228133634523169e-06,0.0001669709069249,0.0,0.0,7.43910671839891e-05,1.29018800003765e-05,2.9630346175291448e-05,3.396882003201153e-06,4.756607635489894e-05,2.132834979680221e-05,1,0.0,0.0,1.8125000000000016,0.95,0.00625,0.2875000000000014,3,1,46
46,2020-04-16,8.428819820731044e-06,0.0001452967988145,7.626075075899515e-06,0.00021433284687,0.0,0.0,7.774848822954153e-05,1.5247676364081304e-05,3.4159522179559544e-05,3.7544485298539017e-06,0.0001865563169291,1.116846133309606e-05,1,0.0,0.0,1.0124999999999975,3.6375,0.0,-0.8000000000000043,4,1,47
47,2020-04-17,8.830192193146809e-06,0.0001422865060213,8.428819820731044e-06,0.0001452967988145,0.0,0.0,7.291028322940047e-05,1.34003617276638e-05,4.028582866954351e-05,3.5637463823057664e-06,2.804722494141381e-05,1.1287116964788944e-05,1,0.0,0.0,0.0250000000000021,7.7125,3.975000000000001,-0.9874999999999954,5,1,48
48,2020-04-18,8.228133634523155e-06,0.0001561338528697,8.830192193146809e-06,0.0001422865060213,0.0,0.0,6.927429886565773e-05,1.624463981865585e-05,4.301525315632618e-05,2.8843699816655385e-06,5.6420752869983104e-05,9.50728248939512e-06,1,0.0,0.0,-3.9250000000000025,7.775000000000001,0.65,-3.9500000000000046,6,1,49
49,2020-04-19,7.826761262107404e-06,9.893828980048592e-05,8.228133634523155e-06,0.0001561338528697,0.0,0.0,5.663632095619835e-05,6.348311409276174e-06,2.929661741708214e-05,2.1930746968035496e-06,1.6226157634006803e-05,5.769630091068221e-06,1,0.0,0.0,1.8249999999999973,6.925,0.01875,5.75,0,1,50
50,2020-04-20,1.5452836338006906e-05,8.047516066936062e-05,7.826761262107404e-06,9.893828980048592e-05,0.0,0.0,7.138551559299211e-05,8.371560772971534e-06,2.1156019493621383e-05,1.3110772643934251e-06,3.627895939011016e-05,8.113078817003347e-06,1,0.0,0.0,1.7375000000000007,5.125,0.0,-0.0874999999999968,1,1,51
51,2020-04-21,8.62950600693892e-06,7.7866240248658e-05,1.5452836338006906e-05,8.047516066936062e-05,0.0,0.0,6.984608672931116e-05,1.7945342182341874e-05,2.1275208335838668e-05,2.3122635390211392e-06,3.954198926166535e-05,7.83127169173267e-06,1,0.0,0.0,-0.9249999999999972,4.275,0.3,-2.662499999999998,2,1,52
52,2020-04-22,7.82676126210739e-06,0.0001266329834971,8.62950600693892e-06,7.7866240248658e-05,0.0,0.0,8.053412141144096e-05,1.2462043182181874e-05,2.666254400407356e-05,3.349206466314116e-06,2.666785322298333e-05,8.068582955118495e-06,1,0.0,0.0,1.6999999999999993,6.5375,0.0,2.6249999999999964,3,1,53
53,2020-04-23,5.017154655197052e-06,0.0001878422702905,7.82676126210739e-06,0.0001266329834971,0.0,0.0,7.551998168402185e-05,9.998957000291778e-06,2.80332156895758e-05,2.5625601076780597e-06,2.666785322298333e-05,7.653288244193314e-06,1,0.0,0.0,0.7875000000000014,6.637500000000001,0.0,-0.912499999999998,4,1,54
54,2020-04-24,4.415096096573406e-05,0.0001157959294419,5.017154655197052e-06,0.0001878422702905,0.0,0.0,7.292494445667371e-05,1.4881145682252405e-05,2.785443242624944e-05,2.705586718339164e-06,4.169262258609972e-05,5.7696300910681664e-06,1,0.0,0.0,0.25,7.187499999999999,0.0625,-0.5375000000000014,5,1,55
55,2020-04-25,9.8336231241862e-06,7.565869220037139e-05,4.415096096573406e-05,0.0001157959294419,0.0,0.0,5.525816559252177e-05,1.1978222682167735e-05,2.44933070757136e-05,2.133480275694758e-06,2.4888018747589672e-05,5.472991011835925e-06,1,0.0,0.0,-0.5250000000000021,6.9625,0.09375,-0.7750000000000021,6,1,56
56,2020-04-26,4.816468468989176e-06,0.0001406810165317,9.8336231241862e-06,7.565869220037139e-05,0.0,0.0,5.0874458637847984e-05,5.336686727428494e-06,2.070310189319436e-05,1.668643791046174e-06,9.388626857702396e-06,3.604164812672395e-06,1,1.0,0.0,-4.637500000000001,6.862499999999999,0.33125,-4.112499999999999,0,1,57
57,2020-04-27,3.0102927931182418e-06,7.746486787624284e-05,4.816468468989176e-06,0.0001406810165317,0.0,0.0,6.898107432019504e-05,4.691592727409607e-06,1.2133424137750204e-05,1.3110772643934251e-06,5.467058230251235e-05,6.481563881225751e-06,1,1.0,0.0,0.962500000000002,3.225,0.05625,5.600000000000003,1,1,58
58,2020-04-28,1.143911261384926e-05,4.59571366416044e-05,3.0102927931182418e-06,7.746486787624284e-05,0.0,0.0,6.924497641111124e-05,1.42067292276873e-05,1.3635203549691548e-05,1.942778128146623e-06,4.643884785381644e-05,5.443327103912636e-06,1,1.0,0.0,0.25,3.0125,1.90625,-0.7125000000000021,2,1,59
59,2020-04-29,6.221271772444332e-06,7.54580060141636e-05,1.143911261384926e-05,4.59571366416044e-05,0.0,0.0,7.971309268414457e-05,1.127448377305631e-05,1.5542225025172874e-05,2.407614612795207e-06,4.643884785381644e-05,6.318412387647959e-06,1,1.0,0.0,-0.9750000000000014,4.687500000000001,11.6125,-1.2250000000000014,3,1,60
60,2020-04-30,8.428819820731044e-06,7.204634084862979e-05,6.221271772444332e-06,7.54580060141636e-05,0.0,0.0,7.273434850212264e-05,9.309879318453488e-06,1.7616110879758963e-05,2.0619669703642057e-06,1.806531992524672e-05,4.28643469490669e-06,1,1.0,0.0,-0.2874999999999996,3.9625,2.24375,0.6875000000000018,4,1,61
61,2020-05-01,6.622644144860137e-06,4.435164715194204e-05,8.428819820731044e-06,7.204634084862979e-05,0.0,0.0,6.93915886838428e-05,1.0233536636662252e-05,1.9535051239462104e-05,2.3003446547993715e-06,7.801607783809814e-06,3.218534009670449e-06,1,1.0,0.0,-0.125,5.25,2.23125,0.1624999999999996,5,1,62
62,2020-05-02,4.214409910365522e-06,6.883536186930335e-05,6.622644144860137e-06,4.435164715194204e-05,0.0,0.0,4.723847427410589e-05,8.591479182068929e-06,1.1263345589561814e-05,1.12037511684529e-06,1.1746907537598867e-05,2.921894930438154e-06,1,1.0,0.0,2.1625000000000014,3.6375,0.1125,2.2875000000000014,6,1,63
63,2020-05-03,3.411665165533966e-06,6.622644144860159e-05,4.214409910365522e-06,6.883536186930335e-05,0.0,0.0,4.360248991036337e-05,3.723951727381384e-06,9.451675187854358e-06,8.819974324101242e-07,5.354335380142877e-06,2.002313784817979e-06,1,1.0,0.0,0.8874999999999993,5.4375,0.0,-1.275000000000002,0,1,64
64,2020-05-04,3.2109789793261173e-06,5.338252553129669e-05,3.411665165533966e-06,6.622644144860159e-05,0.0,0.0,4.954028695599135e-05,4.002515045571371e-06,8.09292238657393e-06,5.125120215356146e-07,8.335558126427826e-06,4.538577912254187e-06,1,1.0,0.0,0.2124999999999985,4.7625,0.0,-0.6750000000000007,1,1,65
65,2020-05-05,4.01372372415762e-06,4.2344785289862366e-05,3.2109789793261173e-06,5.338252553129669e-05,0.0,0.0,5.402662250157632e-05,1.0644051000310612e-05,8.164435691904604e-06,1.656724906824413e-06,1.653762866720039e-05,4.939040669217751e-06,1,1.0,0.0,-0.7374999999999989,7.324999999999999,0.425,-0.9499999999999976,2,1,66
66,2020-05-06,7.224702703483791e-06,5.318183934508933e-05,4.01372372415762e-06,4.2344785289862366e-05,0.0,0.0,5.618182291073064e-05,9.485814045731315e-06,1.1287183358005229e-05,1.966615896590145e-06,6.134496158523945e-05,4.0787873394441e-06,1,1.0,0.0,1.674999999999999,7.625,1.2625,2.412499999999998,3,1,67
67,2020-05-07,5.619213213820678e-06,2.749400751047952e-05,7.224702703483791e-06,5.318183934508933e-05,0.0,0.0,5.522884313797528e-05,6.714842091105075e-06,1.530384734073787e-05,1.4660227592762912e-06,1.0990477885556432e-05,2.6549197591290937e-06,1,1.0,0.0,0.3250000000000028,9.7375,0.58125,-1.349999999999996,4,1,68
68,2020-05-08,5.217840841404927e-06,3.130704504842978e-05,5.619213213820678e-06,2.749400751047952e-05,0.0,0.0,4.4702081955849855e-05,8.50351181842996e-06,1.440993102410585e-05,1.7520759805984877e-06,7.875767553617522e-06,3.5893328587107776e-06,1,1.0,0.0,1.212500000000002,8.7875,0.00625,0.8874999999999993,5,1,69
69,2020-05-09,3.41166516553402e-06,4.3950274779526455e-05,5.217840841404927e-06,3.130704504842978e-05,0.0,0.0,3.1521638637283314e-05,4.03183750011764e-06,1.491052416141992e-05,1.227645074841112e-06,7.831271691732724e-06,1.1865563169291809e-06,1,1.0,0.0,1.8874999999999995,7.6125,1.9312500000000004,0.6749999999999972,6,1,70
70,2020-05-10,2.408234234494561e-06,4.736193994505939e-05,3.41166516553402e-06,4.3950274779526455e-05,0.0,0.0,3.40287085009933e-05,3.1814863182746543e-06,7.949895775912798e-06,3.098909897657182e-07,3.693156536442154e-06,1.0382367773130604e-06,1,1.0,0.0,-6.600000000000003,5.025,0.03125,-8.487500000000002,0,1,71
