,date,delta_deaths_per_capita,delta_cases_per_capita,delta_deaths_per_capita.l1,delta_cases_per_capita.l1,log_new_vaccines_per_capita,log_new_people_vaccinated_per_capita,delta_cases_per_capita_United_Kingdom,delta_deaths_per_capita_United Kingdom,delta_cases_per_capita_Germany,delta_deaths_per_capita_Germany,delta_cases_per_capita_France,delta_deaths_per_capita_France,full_lockdown,full_lockdown.l30,full_lockdown.l45,max_tp,min_tp,rain,humidity,day_of_the_week,season,trend
156,2020-08-04,0.0,9.030878379354644e-06,0.0,9.231564565562005e-06,0.0,0.0,9.823022273014112e-06,2.639020909168521e-07,1.047669923092548e-05,9.535107377406089e-08,1.4372163388804564e-05,2.9663907923180733e-08,0,0.0,0.0,2.9125000000000014,12.6,6.126666666666666,2.6125000000000007,2,2,157
157,2020-08-05,0.0,1.0034309310394047e-05,0.0,9.030878379354644e-06,0.0,0.0,1.3107137182200544e-05,2.052571818240978e-07,8.83189320832322e-06,1.430266106611049e-07,2.533297736643852e-05,1.631514935777922e-07,0,0.0,0.0,-1.474999999999998,13.5375,4.920000000000001,-4.387499999999999,3,2,158
158,2020-08-06,1.003430931039405e-06,1.3847346848344308e-05,0.0,1.0034309310394047e-05,0.0,0.0,1.3928165909496935e-05,2.639020909168521e-07,1.2455234011737265e-05,8.343218955231344e-08,2.3745958292545503e-05,5.9327815846469886e-08,0,0.0,0.0,1.2749999999999986,11.8625,1.3133333333333332,2.7499999999999964,4,2,159
159,2020-08-07,8.027447448315022e-07,1.966724624837251e-05,1.003430931039405e-06,1.3847346848344308e-05,0.0,0.0,1.2784590182191372e-05,1.759347272778291e-07,1.367096020235721e-05,9.535107377406089e-08,3.532971433656664e-05,1.928154015009729e-07,0,0.0,0.0,-0.1500000000000021,11.1,0.64,-1.4250000000000007,5,2,160
160,2020-08-08,0.0,3.491939640017094e-05,8.027447448315022e-07,1.966724624837251e-05,0.0,0.0,1.1127871500324696e-05,4.398368181951148e-08,1.3372988096812914e-05,1.430266106611049e-07,1.023404823351226e-06,1.4831953961617472e-08,1,0.0,0.0,0.8375000000000021,8.6375,0.02,0.9875000000000044,6,2,161
161,2020-08-09,0.0,1.364666066213608e-05,0.0,3.491939640017094e-05,0.0,0.0,1.5570223364090585e-05,7.330613636578019e-08,6.614980743076e-06,1.1918884221761e-08,8.89917237700301e-08,0.0,1,0.0,0.0,-0.3625000000000007,10.075,0.0,-1.2000000000000028,0,2,162
162,2020-08-10,0.0,1.1238426427641682e-05,0.0,1.364666066213608e-05,0.0,0.0,1.1992883909441032e-05,2.6390209091674364e-07,5.196633520686712e-06,1.1918884221747449e-08,6.996232683693709e-05,2.2247930942420786e-07,1,0.0,0.0,-0.4875000000000007,12.3875,1.0,-0.125,1,2,163
163,2020-08-11,2.0068618620790266e-07,6.622644144860246e-06,0.0,1.1238426427641682e-05,0.0,0.0,1.683108890958209e-05,1.905959545510719e-07,1.1513642158218417e-05,4.7675536887044e-08,2.088339117795393e-05,1.9281540150102718e-07,1,0.0,0.0,1.7624999999999993,12.725,0.02,2.25,2,2,164
164,2020-08-12,2.0068618620784845e-07,7.425388889691423e-06,2.0068618620790266e-07,6.622644144860246e-06,0.0,0.0,1.4793178318613272e-05,2.932245454630124e-07,1.4612552055876058e-05,7.151330533053889e-08,3.822194535908156e-05,2.8180712527067775e-07,1,0.0,0.0,0.962500000000002,12.925,3.2333333333333334,-0.7999999999999972,3,2,165
165,2020-08-13,0.0,1.826244294491752e-05,2.0068618620784845e-07,7.425388889691423e-06,0.0,0.0,1.6581848045938916e-05,2.639020909168521e-07,1.7222787700440795e-05,4.7675536887044e-08,3.960131707751204e-05,2.521432173474428e-07,1,0.0,0.0,-1.2875000000000014,14.4125,2.033333333333333,-2.250000000000004,4,2,166
166,2020-08-14,0.0,1.3245288289719624e-05,0.0,1.826244294491752e-05,0.0,0.0,2.114148972788988e-05,1.6127350000469476e-07,1.7270463237328056e-05,1.6686437910461336e-07,4.2819851087182e-05,2.8180712527067775e-07,1,0.0,0.0,-0.4250000000000042,15.4,0.14,0.8624999999999972,5,2,167
167,2020-08-15,0.0,3.933449249674502e-05,0.0,1.3245288289719624e-05,0.0,0.0,1.4881145682252296e-05,4.398368181951148e-08,1.6865221173788074e-05,7.151330533055244e-08,4.761057221678395e-05,1.4831953961617472e-08,1,0.0,0.0,0.7000000000000028,14.687499999999998,1.6133333333333333,1.125000000000007,6,2,168
168,2020-08-16,0.0,1.3245288289720492e-05,0.0,3.933449249674502e-05,0.0,0.0,1.6229978591382824e-05,7.330613636578019e-08,7.449302638598727e-06,0.0,4.4792500964077175e-05,2.9663907923234943e-08,1,0.0,0.0,-1.7375000000000007,14.8875,2.96,-2.437500000000004,0,2,169
169,2020-08-17,0.0,1.1238426427641682e-05,0.0,1.3245288289720492e-05,0.0,0.0,1.0453455045759431e-05,4.398368181940306e-08,6.686494048406457e-06,1.1918884221761e-08,8.750852837352465e-06,2.8180712527067775e-07,1,0.0,0.0,-1.9375,14.725,21.313333333333333,-0.1999999999999993,1,2,170
170,2020-08-18,2.0068618620790266e-07,3.732763063466534e-05,0.0,1.1238426427641682e-05,0.0,0.0,1.5995398955011807e-05,1.759347272778291e-07,1.656724906824421e-05,4.7675536887030446e-08,3.141407849070049e-05,3.2630298715553016e-07,1,0.0,0.0,2.712500000000002,13.7625,5.046666666666666,4.650000000000002,2,2,171
171,2020-08-19,0.0,9.63293693797846e-06,2.0068618620790266e-07,3.732763063466534e-05,0.0,0.0,1.1919577773075035e-05,2.492408636437177e-07,1.799751517485553e-05,8.343218955231344e-08,5.616860965263577e-05,2.669751713090603e-07,1,0.0,0.0,-1.7875000000000014,12.8,11.73333333333333,-4.500000000000004,3,2,172
172,2020-08-20,2.0068618620790266e-07,2.5888518020817167e-05,0.0,9.63293693797846e-06,0.0,0.0,1.7344231864142336e-05,8.796736363891456e-08,2.0345535366541635e-05,1.1918884221758289e-07,7.119337901575172e-05,1.631514935777922e-07,1,0.0,0.0,0.4125000000000014,13.15,14.38,2.200000000000003,4,2,173
173,2020-08-21,0.0,1.585420871042225e-05,2.0068618620790266e-07,2.5888518020817167e-05,0.0,0.0,1.5174370227716285e-05,2.9322454546268712e-08,1.700824778444899e-05,8.343218955229989e-08,7.347749992584005e-05,3.559668950787651e-07,1,0.0,0.0,-1.125,13.562499999999998,3.353333333333333,-1.5375000000000014,5,2,174
174,2020-08-22,2.0068618620784845e-07,3.070498648980596e-05,0.0,1.585420871042225e-05,0.0,0.0,1.888366072782307e-05,2.639020909168521e-07,2.4243010507056777e-05,8.343218955231344e-08,5.15262080626501e-05,1.3348758565450306e-07,1,0.0,0.0,-0.9499999999999992,13.312499999999998,4.133333333333334,0.1750000000000007,6,2,175
175,2020-08-23,0.0,1.2241857358681088e-05,2.0068618620784845e-07,3.070498648980596e-05,0.0,0.0,1.5291660045901358e-05,8.796736363891456e-08,9.32056746141526e-06,2.3837768443522e-08,7.022930200824631e-05,0.0,1,0.0,0.0,0.1374999999999993,11.575,1.1133333333333335,1.0874999999999986,0,2,176
176,2020-08-24,0.0,2.950086937255833e-05,0.0,1.2241857358681088e-05,0.0,0.0,1.4250712909506975e-05,5.8644909092645844e-08,8.474326681670065e-06,3.5756652665269446e-08,2.9307941028151357e-05,2.3731126338582533e-07,1,0.0,0.0,0.6625000000000014,10.675,22.186666666666667,0.5250000000000021,1,2,177
177,2020-08-25,0.0,1.7058325827669883e-05,0.0,2.950086937255833e-05,0.0,0.0,1.735889309141536e-05,2.3457963637047493e-07,1.5232334035407412e-05,5.959442110879145e-08,5.0903265996262055e-05,2.8180712527067775e-07,1,0.0,0.0,-0.875,12.974999999999998,10.73333333333333,-1.5375000000000014,2,2,178
178,2020-08-26,0.0,3.251116216567741e-05,0.0,1.7058325827669883e-05,0.0,0.0,1.5408949864085565e-05,2.3457963637047493e-07,1.8784161533491e-05,3.5756652665283e-08,3.618996766634013e-06,0.0,1,0.0,0.0,1.0249999999999986,12.1625,1.4199999999999997,1.8999999999999984,3,2,179
179,2020-08-27,0.0,1.8061756758709288e-05,0.0,3.251116216567741e-05,0.0,0.0,2.234371036428841e-05,1.759347272778291e-07,1.796175852218987e-05,5.959442110879145e-08,0.000166503515173,5.191183886565573e-07,1,0.0,0.0,-1.8874999999999995,11.8375,10.206666666666669,-2.912499999999998,4,2,180
180,2020-08-28,0.0,2.508577327598512e-05,0.0,1.8061756758709288e-05,0.0,0.0,1.873704845509281e-05,1.3195104545842606e-07,1.8724567112382573e-05,3.5756652665269446e-08,0.0001120999080418,2.669751713090603e-07,1,0.0,0.0,0.2124999999999985,10.3375,2.1866666666666665,2.099999999999998,5,2,181
181,2020-08-29,0.0,2.849743844151893e-05,0.0,2.508577327598512e-05,0.0,0.0,1.6259301045928876e-05,1.759347272778291e-07,1.7628029763980778e-05,1.1918884221761e-08,8.098246863041687e-05,8.899172376970484e-08,1,0.0,0.0,-1.237499999999999,8.6125,0.1066666666666666,-1.4499999999999975,6,2,182
182,2020-08-30,0.0,8.027447448316107e-06,0.0,2.849743844151893e-05,0.0,0.0,2.5173327228007573e-05,1.4661227273134354e-08,9.356324114080487e-06,7.151330533055244e-08,7.982557622141125e-05,4.449586188479821e-08,1,0.0,0.0,0.7999999999999989,6.85,0.0,2.037499999999998,0,2,183
183,2020-08-31,0.0,1.023499549660141e-05,0.0,8.027447448316107e-06,0.0,0.0,2.0613685546055745e-05,2.9322454546377132e-08,7.270519375272583e-06,3.5756652665269446e-08,4.482216487200052e-05,4.597905728100874e-07,1,0.0,0.0,1.7625000000000028,8.2375,0.4266666666666667,0.962500000000004,1,2,184
184,2020-09-01,0.0,4.294684384848705e-05,0.0,1.023499549660141e-05,0.0,0.0,1.8986289318735985e-05,4.398368181940306e-08,1.4517200982101536e-05,4.7675536887030446e-08,7.570229302008256e-05,4.004627569636175e-07,1,0.0,0.0,0.8874999999999957,13.0625,9.606250000000005,-0.8750000000000071,2,2,185
185,2020-09-02,0.0,1.786107057250106e-05,0.0,4.294684384848705e-05,0.0,0.0,2.213845318246432e-05,1.4661227273156038e-07,1.497011858252878e-05,1.311077264393439e-07,0.0001043872919818,3.856308030020001e-07,1,0.0,0.0,0.1125000000000042,13.749999999999998,7.443750000000001,-0.7749999999999915,3,2,186
186,2020-09-03,0.0,1.8463129131125744e-05,0.0,1.786107057250106e-05,0.0,0.0,2.54518905461968e-05,1.905959545510719e-07,1.5625657214725364e-05,9.535107377407444e-08,0.0001055886802527,2.521432173474428e-07,1,0.0,0.0,-1.4875000000000007,11.675,0.4437499999999999,-1.600000000000005,4,2,187
187,2020-09-04,0.0,1.946656006216428e-05,0.0,1.8463129131125744e-05,0.0,0.0,2.850142581901395e-05,1.4661227273145196e-07,1.7318138774214883e-05,1.1918884221761e-08,0.0001303432114146,-2.966390792322952e-07,1,0.0,0.0,-0.8000000000000007,10.8375,1.3375,0.6875,5,2,188
188,2020-09-05,0.0,4.635850901402085e-05,0.0,1.946656006216428e-05,0.0,0.0,2.658080504623021e-05,1.759347272779375e-07,1.6424222457583296e-05,2.383776844350845e-08,0.0001274658123461,1.7798344753935545e-07,1,0.0,0.0,-0.6000000000000014,10.325,2.9874999999999994,0.1999999999999993,6,2,189
189,2020-09-06,0.0,2.769469369668775e-05,0.0,4.635850901402085e-05,0.0,0.0,4.380774709218747e-05,2.9322454546268712e-08,1.1775857611097049e-05,1.1918884221761e-08,0.0001040461570407,5.9327815846469886e-08,1,0.0,0.0,1.4875000000000045,12.2375,3.80625,2.0875000000000057,0,2,190
190,2020-09-07,0.0,2.0469990993203686e-05,0.0,2.769469369668775e-05,0.0,0.0,4.3221298001261226e-05,4.398368181951148e-08,9.70197175651161e-06,0.0,6.205689537539666e-05,3.411349411171477e-07,1,1.0,0.0,-0.0500000000000042,12.8875,2.33125,-1.5375000000000083,1,2,191
191,2020-09-08,2.0068618620790266e-07,6.140997297961193e-05,0.0,2.0469990993203686e-05,0.0,0.0,3.609594154650817e-05,4.6915927274094986e-07,1.786640744841578e-05,4.7675536887030446e-08,9.993770579336084e-05,5.636142505413555e-07,1,1.0,0.0,1.7625000000000028,14.5875,2.0875,1.812500000000007,2,2,192
192,2020-09-09,6.020585586236538e-07,1.6857639641462523e-05,2.0068618620790266e-07,6.140997297961193e-05,0.0,0.0,3.898420331931944e-05,1.1728981818518325e-07,1.40166078447879e-05,1.0726995799583544e-07,0.0001272136691287,4.7462252677165067e-07,1,1.0,0.0,-2.1875,10.5,0.0625,-3.950000000000003,3,2,193
193,2020-09-10,0.0,3.933449249674415e-05,6.020585586236538e-07,1.6857639641462523e-05,0.0,0.0,4.284010609215908e-05,2.0525718182420625e-07,2.2550528947566824e-05,3.5756652665269446e-08,0.0001438551214737,2.81807125270732e-07,1,1.0,0.0,-2.1750000000000025,10.9,0.75,0.0124999999999975,4,2,194
194,2020-09-11,0.0,4.2344785289863233e-05,0.0,3.933449249674415e-05,0.0,0.0,5.1900744546968906e-05,8.796736363891456e-08,1.7687624185089637e-05,1.1918884221761e-08,0.0001399098217199,1.1865563169291809e-06,1,1.0,0.0,0.8500000000000014,11.475,1.56875,3.025000000000004,5,2,195
195,2020-09-12,4.013723724157511e-07,3.19091036070536e-05,0.0,4.2344785289863233e-05,0.0,0.0,5.128497300149661e-05,1.3195104545842606e-07,1.9427781281465984e-05,5.959442110879145e-08,0.0001681350301088,2.669751713090603e-07,1,1.0,0.0,1.1750000000000025,10.5875,2.7375,0.325000000000001,6,2,196
196,2020-09-13,2.0068618620790266e-07,5.117497748300965e-05,4.013723724157511e-07,3.19091036070536e-05,0.0,0.0,4.88365480468796e-05,7.330613636578019e-08,1.1299102242227042e-05,2.383776844350845e-08,9.41087478864462e-05,7.415976980808737e-08,1,1.0,0.0,2.824999999999996,14.4625,0.00625,1.6499999999999932,0,2,197
197,2020-09-14,0.0,4.1542040545032057e-05,2.0068618620790266e-07,5.117497748300965e-05,0.0,0.0,3.845639913748616e-05,1.3195104545842606e-07,1.1048805673570009e-05,1.1918884221761e-08,9.157248375901098e-05,5.042864346948856e-07,1,1.0,0.0,-0.2124999999999985,14.0875,1.3875000000000002,-3.0374999999999943,1,2,198
198,2020-09-15,6.020585586236538e-07,7.164496847621334e-05,0.0,4.1542040545032057e-05,0.0,0.0,4.550844945587322e-05,3.958531363751697e-07,1.676987010001442e-05,1.430266106611049e-07,0.0001160748717035,7.415976980807652e-07,1,1.0,0.0,1.3000000000000007,13.9125,0.6749999999999999,1.5124999999999993,2,2,199
199,2020-09-16,2.0068618620784845e-07,5.0171546551970245e-05,6.020585586236538e-07,7.164496847621334e-05,0.0,0.0,5.854228050170864e-05,2.932245454631208e-07,2.265779890556251e-05,7.151330533055244e-08,0.0001522796713239,7.11933790157476e-07,1,1.0,0.0,0.7249999999999979,13.9,0.0125,-0.5750000000000028,3,2,200
200,2020-09-17,2.0068618620790266e-07,4.495370571056586e-05,2.0068618620784845e-07,5.0171546551970245e-05,0.0,0.0,4.981885027418101e-05,3.078857727362551e-07,2.6150031982538104e-05,3.5756652665269446e-08,0.0001518643766129,6.971018361959127e-07,1,1.0,0.0,-1.3000000000000007,12.3,0.0,-2.0249999999999986,4,2,201
201,2020-09-18,6.020585586236538e-07,4.9770174179554656e-05,2.0068618620790266e-07,4.495370571056586e-05,0.0,0.0,6.339514672912272e-05,3.958531363751697e-07,2.2836582168889088e-05,8.343218955231344e-08,0.0001960932633265,2.284120910088711e-06,1,1.0,0.0,-1.4375,9.525,0.025,-0.1374999999999993,5,2,202
202,2020-09-19,0.0,5.358321171750492e-05,6.020585586236538e-07,4.9770174179554656e-05,0.0,0.0,6.48466082291653e-05,3.958531363751697e-07,2.7377677057379216e-05,7.151330533055244e-08,0.0001987481830856,3.707988490403826e-07,1,1.0,0.0,-1.7749999999999986,8.4375,0.0,-0.3374999999999986,6,2,203
203,2020-09-20,0.0,7.927104355211299e-05,0.0,5.358321171750492e-05,0.0,0.0,5.7193447592578106e-05,2.6390209091674364e-07,1.6030899278264912e-05,2.383776844350845e-08,0.0001562694669395,1.63151493577738e-07,1,1.0,0.0,1.0749999999999993,6.35,0.0125,2.849999999999998,0,2,204
204,2020-09-21,0.0,3.77290030070818e-05,0.0,7.927104355211299e-05,0.0,0.0,6.408422441096101e-05,1.6127350000480318e-07,1.0989211252461148e-05,0.0,8.215419299338438e-05,7.860935599656176e-07,0,1.0,0.0,-1.6249999999999964,8.274999999999999,0.0499999999999999,-2.699999999999996,1,2,205
205,2020-09-22,0.0,6.482163814514573e-05,0.0,3.77290030070818e-05,0.0,0.0,7.223586677483455e-05,5.4246540910673e-07,2.1704288167822064e-05,1.1918884221759646e-07,0.0001477410934116,1.1717243629675634e-06,0,1.0,1.0,-0.0500000000000007,9.2,4.443749999999999,1.5749999999999955,2,2,206
206,2020-09-23,4.013723724157511e-07,4.635850901402085e-05,0.0,6.482163814514573e-05,0.0,0.0,9.060638454809913e-05,5.4246540910673e-07,2.108450618829071e-05,1.5494549488285236e-07,0.000195129186319,6.377740203494429e-07,0,1.0,1.0,-2.6625000000000014,5.6375,4.4437500000000005,-2.6125000000000007,3,3,207
207,2020-09-24,6.020585586236538e-07,6.401889340031455e-05,4.013723724157511e-07,4.635850901402085e-05,0.0,0.0,9.729190418465704e-05,5.864490909261331e-07,2.5542168887228347e-05,2.264588002134048e-07,0.0002359022277594,7.119337901575302e-07,0,1.0,1.0,-0.8375000000000004,6.0,4.9,1.825000000000001,4,3,208
208,2020-09-25,0.0,6.442026577273014e-05,6.020585586236538e-07,6.401889340031455e-05,0.0,0.0,0.0001007666150483,4.98481727287327e-07,2.5661357729446065e-05,1.787832633263879e-07,0.000237222271662,2.2247930942422413e-06,0,1.0,1.0,0.5250000000000004,5.0625,0.3937499999999999,1.3625000000000007,5,3,209
209,2020-09-26,1.003430931039405e-06,4.916811562093084e-05,0.0,6.442026577273014e-05,0.0,0.0,8.856847395712943e-05,5.131429545604613e-07,2.9880642743948263e-05,1.0726995799582189e-07,0.0002108955533802,5.78446204502973e-07,0,1.0,1.0,0.4000000000000003,2.4,0.00625,-0.125,6,3,210
210,2020-09-27,0.0,8.629506006938969e-05,1.003430931039405e-06,4.916811562093084e-05,0.0,0.0,8.352501177516514e-05,2.492408636436093e-07,1.6805626752679215e-05,5.959442110879145e-08,0.0001577378303817,4.004627569635633e-07,0,1.0,1.0,1.4250000000000025,2.075,1.15,1.025000000000002,0,3,211
211,2020-09-28,0.0,7.766555406244977e-05,0.0,8.629506006938969e-05,0.0,0.0,5.9304664319912055e-05,1.9059595455096345e-07,1.4207309992336076e-05,3.5756652665269446e-08,6.376257008098261e-05,1.2458841327756508e-06,0,1.0,1.0,1.0749999999999993,6.65,0.4375,-0.3500000000000032,1,3,212
212,2020-09-29,2.0068618620784845e-07,7.284908559346184e-05,0.0,7.766555406244977e-05,0.0,0.0,0.0001047398076394,1.040947136394057e-06,2.489854913925336e-05,1.311077264393439e-07,0.0001165198303224,1.0679006852362951e-06,0,1.0,1.0,-1.3500000000000014,5.5,10.3375,-2.4250000000000007,2,3,213
213,2020-09-30,2.0068618620790266e-07,8.32847672762706e-05,2.0068618620784845e-07,7.284908559346184e-05,0.0,0.0,0.0001042559871394,1.0409471363939486e-06,2.1430153830721832e-05,2.026210317698964e-07,0.0002112366883213,1.1865563169291809e-06,0,1.0,1.0,-1.3125000000000018,5.7125,2.9687500000000004,0.0374999999999996,3,3,214
214,2020-10-01,4.013723724157511e-07,8.870329430388409e-05,2.0068618620790266e-07,8.32847672762706e-05,0.0,0.0,0.0001014263702756,8.650124091162279e-07,2.983296720706101e-05,1.430266106611049e-07,0.00019318620035,8.454213758120875e-07,0,1.0,1.0,-1.7624999999999993,3.825,6.3812500000000005,-0.4499999999999975,4,3,215
215,2020-10-02,-1.003430931039405e-06,9.351976277287288e-05,4.013723724157511e-07,8.870329430388409e-05,0.0,0.0,0.0001022473990029,9.676410000281684e-07,3.1859177524760484e-05,9.535107377406089e-08,0.0001827890006229,2.002313784817979e-06,0,1.0,1.0,1.450000000000001,4.987500000000001,0.425,3.2125000000000004,5,3,216
216,2020-10-03,1.8061756758709611e-06,0.0001214151426557,-1.003430931039405e-06,9.351976277287288e-05,0.0,0.0,0.0001887046562327,7.184001363846676e-07,3.054810026036688e-05,2.264588002134184e-07,0.0002449348877221,3.707988490403826e-07,0,1.0,1.0,0.0,6.449999999999999,1.8625,-1.450000000000001,6,3,217
217,2020-10-04,0.0,7.30497717796692e-05,1.8061756758709611e-06,0.0001214151426557,0.0,0.0,0.000336695084328,4.838205000140842e-07,2.716313714138741e-05,2.383776844350845e-08,0.000185458752336,4.7462252677165067e-07,0,1.0,1.0,-1.0249999999999986,7.625,12.424999999999995,-1.0249999999999986,0,3,218
218,2020-10-05,0.0,0.0001037547582694,0.0,7.30497717796692e-05,0.0,0.0,0.0001846581575053,2.785633181899864e-07,1.6471897994470124e-05,5.959442110879145e-08,7.972175254367976e-05,1.0382367773130604e-06,0,1.0,1.0,1.3374999999999968,10.250000000000002,3.0,2.3624999999999954,1,3,219
219,2020-10-06,2.0068618620784845e-07,8.509094295214292e-05,0.0,0.0001037547582694,0.0,0.0,0.0002132622119153,1.1142532727597288e-06,3.14539354612205e-05,1.430266106611049e-07,0.0001677493993058,1.2903799946605032e-06,0,1.0,1.0,0.4000000000000003,9.0875,2.10625,-0.9374999999999964,2,3,220
220,2020-10-07,1.003430931039405e-06,0.000122619259773,2.0068618620784845e-07,8.509094295214292e-05,0.0,0.0,0.000207720268006,1.026285909120923e-06,3.370660457913295e-05,1.9070214754813534e-07,0.0002791818694194,1.1717243629675634e-06,0,1.0,1.0,-0.3999999999999986,7.6,13.65625,-0.7999999999999989,3,3,221
221,2020-10-08,2.0068618620790266e-07,0.0001007444654763,1.003430931039405e-06,0.000122619259773,0.0,0.0,0.0002572312325075,1.1289145000328632e-06,4.83668321718954e-05,1.9070214754813534e-07,0.0002571860816944,1.0827326391979128e-06,0,1.0,1.0,-0.1750000000000007,7.7375,1.7812500000000002,0.2249999999999978,4,3,222
