OBJECTID,ORIGID,CountyName,PopulationCensus16,TimeStamp,IGEasting,IGNorthing,Lat,Long,UGI,ConfirmedCovidCases,PopulationProportionCovidCases,ConfirmedCovidDeaths,ConfirmedCovidRecovered,SHAPE_Length,SHAPE_Area
4975,9,Kildare,222504,2020/09/07 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,2347,1054.812498,,,422182.0368,-4726063622
4976,10,Kilkenny,99232,2020/09/07 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,425,428.2892615,,,453397.5722,-5585391835
4977,11,Laois,84697,2020/09/07 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,397,468.7297071,,,398512.4622,-4731211499
4978,12,Leitrim,32044,2020/09/07 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,103,321.4330296,,,453253.685,-4618679673
4979,13,Limerick,194899,2020/09/07 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,829,425.3485138,,,673892.6905,-7206726912
4980,14,Longford,40873,2020/09/07 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,310,758.4468965,,,315245.1728,-3097977869
4981,15,Louth,128884,2020/09/07 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,859,666.4907979,,,352203.5172,-2386326963
4982,16,Mayo,130507,2020/09/07 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,592,453.6155149,,,2101964.077,-16036984139
4983,17,Meath,195044,2020/09/07 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,924,473.7392588,,,554844.7505,-6658570746
4984,18,Monaghan,61386,2020/09/07 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,583,949.727951,,,392803.0473,-3768943157
4985,19,Offaly,77961,2020/09/07 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,654,838.880979,,,561440.3786,-5558826350
4986,20,Roscommon,64544,2020/09/07 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,368,570.1536936,,,622494.1546,-7278743876
4987,21,Sligo,65535,2020/09/07 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,159,242.6184482,,,682286.8703,-5348370378
4988,22,Tipperary,159553,2020/09/07 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,737,461.9154764,,,781276.5797,-11551196729
4989,23,Waterford,116176,2020/09/07 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,208,179.0386999,,,643184.904,-4848379555
4990,24,Westmeath,88770,2020/09/07 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,686,772.7835981,,,422669.3327,-5208705730
4991,25,Wexford,149722,2020/09/07 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,326,217.7368723,,,589324.4767,-6332221063
4992,26,Wicklow,142425,2020/09/07 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,770,540.6354222,,,427539.1986,-5580728579
4993,1,Carlow,56932,2020/09/08 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,243,426.8249842,,,319348.5725,-2432351721
4994,2,Cavan,76176,2020/09/08 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,902,1184.099979,,,515954.4965,-5575009911
4995,3,Clare,118817,2020/09/08 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,488,410.7156383,,,1013948.95,-8722541706
4996,4,Cork,542868,2020/09/08 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1667,307.0728059,,,2129949.409,-19529490886
4997,5,Donegal,159192,2020/09/08 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,554,348.0074376,,,2145085.774,14624041937
4998,6,Dublin,1347359,2020/09/08 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,14096,1046.194815,,,449433.5318,-2612632655
4999,7,Galway,258058,2020/09/08 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,550,213.1303815,,,1972288.286,-17079158586
5000,8,Kerry,147707,2020/09/08 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,342,231.5394666,,,1753779.819,-12483603408
5001,9,Kildare,222504,2020/09/08 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,2352,1057.059648,,,422182.0368,-4726063622
5002,10,Kilkenny,99232,2020/09/08 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,425,428.2892615,,,453397.5722,-5585391835
5003,11,Laois,84697,2020/09/08 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,397,468.7297071,,,398512.4622,-4731211499
5004,12,Leitrim,32044,2020/09/08 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,103,321.4330296,,,453253.685,-4618679673
5005,13,Limerick,194899,2020/09/08 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,829,425.3485138,,,673892.6905,-7206726912
5006,14,Longford,40873,2020/09/08 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,311,760.8934994,,,315245.1728,-3097977869
5007,15,Louth,128884,2020/09/08 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,860,667.2666894,,,352203.5172,-2386326963
5008,16,Mayo,130507,2020/09/08 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,594,455.1479997,,,2101964.077,-16036984139
5009,17,Meath,195044,2020/09/08 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,927,475.2773733,,,554844.7505,-6658570746
5010,18,Monaghan,61386,2020/09/08 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,583,949.727951,,,392803.0473,-3768943157
5011,19,Offaly,77961,2020/09/08 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,660,846.5771347,,,561440.3786,-5558826350
5012,20,Roscommon,64544,2020/09/08 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,369,571.7030243,,,622494.1546,-7278743876
5013,21,Sligo,65535,2020/09/08 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,159,242.6184482,,,682286.8703,-5348370378
5014,22,Tipperary,159553,2020/09/08 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,738,462.5422273,,,781276.5797,-11551196729
5015,23,Waterford,116176,2020/09/08 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,208,179.0386999,,,643184.904,-4848379555
5016,24,Westmeath,88770,2020/09/08 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,687,773.9101048,,,422669.3327,-5208705730
5017,25,Wexford,149722,2020/09/08 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,326,217.7368723,,,589324.4767,-6332221063
5018,26,Wicklow,142425,2020/09/08 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,772,542.03967,,,427539.1986,-5580728579
5019,1,Carlow,56932,2020/09/09 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,243,426.8249842,,,319348.5725,-2432351721
5020,2,Cavan,76176,2020/09/09 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,903,1185.412728,,,515954.4965,-5575009911
5021,3,Clare,118817,2020/09/09 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,493,414.9237904,,,1013948.95,-8722541706
5022,4,Cork,542868,2020/09/09 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1667,307.0728059,,,2129949.409,-19529490886
5023,5,Donegal,159192,2020/09/09 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,555,348.6356098,,,2145085.774,14624041937
5024,6,Dublin,1347359,2020/09/09 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,14204,1054.210496,,,449433.5318,-2612632655
5025,7,Galway,258058,2020/09/09 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,553,214.2929109,,,1972288.286,-17079158586
5026,8,Kerry,147707,2020/09/09 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,342,231.5394666,,,1753779.819,-12483603408
5027,9,Kildare,222504,2020/09/09 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,2359,1060.205659,,,422182.0368,-4726063622
5028,10,Kilkenny,99232,2020/09/09 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,428,431.3124798,,,453397.5722,-5585391835
5029,11,Laois,84697,2020/09/09 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,403,475.8137833,,,398512.4622,-4731211499
5030,12,Leitrim,32044,2020/09/09 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,104,324.5537386,,,453253.685,-4618679673
5031,13,Limerick,194899,2020/09/09 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,840,430.9924628,,,673892.6905,-7206726912
5032,14,Longford,40873,2020/09/09 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,313,765.7867052,,,315245.1728,-3097977869
5033,15,Louth,128884,2020/09/09 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,863,669.5943639,,,352203.5172,-2386326963
5034,16,Mayo,130507,2020/09/09 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,596,456.6804846,,,2101964.077,-16036984139
5035,17,Meath,195044,2020/09/09 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,933,478.3536023,,,554844.7505,-6658570746
5036,18,Monaghan,61386,2020/09/09 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,586,954.6150588,,,392803.0473,-3768943157
5037,19,Offaly,77961,2020/09/09 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,662,849.14252,,,561440.3786,-5558826350
5038,20,Roscommon,64544,2020/09/09 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,372,576.3510164,,,622494.1546,-7278743876
5039,21,Sligo,65535,2020/09/09 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,159,242.6184482,,,682286.8703,-5348370378
5040,22,Tipperary,159553,2020/09/09 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,740,463.7957293,,,781276.5797,-11551196729
5041,23,Waterford,116176,2020/09/09 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,220,189.3678557,,,643184.904,-4848379555
5042,24,Westmeath,88770,2020/09/09 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,693,780.669145,,,422669.3327,-5208705730
5043,25,Wexford,149722,2020/09/09 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,327,218.4047769,,,589324.4767,-6332221063
5044,26,Wicklow,142425,2020/09/09 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,779,546.9545375,,,427539.1986,-5580728579
5045,1,Carlow,56932,2020/09/10 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,244,428.5814656,,,319348.5725,-2432351721
5046,2,Cavan,76176,2020/09/10 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,903,1185.412728,,,515954.4965,-5575009911
5047,3,Clare,118817,2020/09/10 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,496,417.4486816,,,1013948.95,-8722541706
5048,4,Cork,542868,2020/09/10 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1674,308.3622538,,,2129949.409,-19529490886
5049,5,Donegal,159192,2020/09/10 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,560,351.7764712,,,2145085.774,14624041937
5050,6,Dublin,1347359,2020/09/10 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,14325,1063.191028,,,449433.5318,-2612632655
5051,7,Galway,258058,2020/09/10 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,558,216.2304598,,,1972288.286,-17079158586
5052,8,Kerry,147707,2020/09/10 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,343,232.2164826,,,1753779.819,-12483603408
5053,9,Kildare,222504,2020/09/10 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,2363,1062.00338,,,422182.0368,-4726063622
5054,10,Kilkenny,99232,2020/09/10 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,430,433.3279587,,,453397.5722,-5585391835
5055,11,Laois,84697,2020/09/10 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,408,481.7171801,,,398512.4622,-4731211499
5056,12,Leitrim,32044,2020/09/10 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,105,327.6744476,,,453253.685,-4618679673
5057,13,Limerick,194899,2020/09/10 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,850,436.1233254,,,673892.6905,-7206726912
5058,14,Longford,40873,2020/09/10 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,317,775.5731167,,,315245.1728,-3097977869
5059,15,Louth,128884,2020/09/10 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,880,682.7845194,,,352203.5172,-2386326963
5060,16,Mayo,130507,2020/09/10 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,597,457.446727,,,2101964.077,-16036984139
5061,17,Meath,195044,2020/09/10 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,935,479.3790119,,,554844.7505,-6658570746
5062,18,Monaghan,61386,2020/09/10 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,586,954.6150588,,,392803.0473,-3768943157
5063,19,Offaly,77961,2020/09/10 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,664,851.7079052,,,561440.3786,-5558826350
5064,20,Roscommon,64544,2020/09/10 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,373,577.9003471,,,622494.1546,-7278743876
5065,21,Sligo,65535,2020/09/10 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,159,242.6184482,,,682286.8703,-5348370378
5066,22,Tipperary,159553,2020/09/10 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,741,464.4224803,,,781276.5797,-11551196729
5067,23,Waterford,116176,2020/09/10 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,222,191.0893816,,,643184.904,-4848379555
5068,24,Westmeath,88770,2020/09/10 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,699,787.4281852,,,422669.3327,-5208705730
5069,25,Wexford,149722,2020/09/10 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,327,218.4047769,,,589324.4767,-6332221063
5070,26,Wicklow,142425,2020/09/10 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,785,551.167281,,,427539.1986,-5580728579
5071,1,Carlow,56932,2020/09/11 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,245,430.337947,,,319348.5725,-2432351721
5072,2,Cavan,76176,2020/09/11 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,904,1186.725478,,,515954.4965,-5575009911
5073,3,Clare,118817,2020/09/11 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,498,419.1319424,,,1013948.95,-8722541706
5074,4,Cork,542868,2020/09/11 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1680,309.4674949,,,2129949.409,-19529490886
5075,5,Donegal,159192,2020/09/11 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,566,355.5455048,,,2145085.774,14624041937
5076,6,Dublin,1347359,2020/09/11 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,14400,1068.757473,,,449433.5318,-2612632655
5077,7,Galway,258058,2020/09/11 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,561,217.3929892,,,1972288.286,-17079158586
5078,8,Kerry,147707,2020/09/11 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,347,234.9245466,,,1753779.819,-12483603408
5079,9,Kildare,222504,2020/09/11 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,2367,1063.8011,,,422182.0368,-4726063622
5080,10,Kilkenny,99232,2020/09/11 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,431,434.3356982,,,453397.5722,-5585391835
5081,11,Laois,84697,2020/09/11 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,413,487.6205769,,,398512.4622,-4731211499
5082,12,Leitrim,32044,2020/09/11 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,108,337.0365747,,,453253.685,-4618679673
5083,13,Limerick,194899,2020/09/11 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,852,437.1494979,,,673892.6905,-7206726912
5084,14,Longford,40873,2020/09/11 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,320,782.9129254,,,315245.1728,-3097977869
5085,15,Louth,128884,2020/09/11 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,889,689.7675429,,,352203.5172,-2386326963
5086,16,Mayo,130507,2020/09/11 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,598,458.2129694,,,2101964.077,-16036984139
5087,17,Meath,195044,2020/09/11 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,942,482.9679457,,,554844.7505,-6658570746
5088,18,Monaghan,61386,2020/09/11 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,586,954.6150588,,,392803.0473,-3768943157
5089,19,Offaly,77961,2020/09/11 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,668,856.8386757,,,561440.3786,-5558826350
5090,20,Roscommon,64544,2020/09/11 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,377,584.0976698,,,622494.1546,-7278743876
5091,21,Sligo,65535,2020/09/11 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,159,242.6184482,,,682286.8703,-5348370378
5092,22,Tipperary,159553,2020/09/11 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,742,465.0492313,,,781276.5797,-11551196729
5093,23,Waterford,116176,2020/09/11 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,226,194.5324335,,,643184.904,-4848379555
5094,24,Westmeath,88770,2020/09/11 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,702,790.8077053,,,422669.3327,-5208705730
5095,25,Wexford,149722,2020/09/11 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,332,221.7442994,,,589324.4767,-6332221063
5096,26,Wicklow,142425,2020/09/11 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,789,553.9757767,,,427539.1986,-5580728579
5097,1,Carlow,56932,2020/09/12 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,246,432.0944284,,,319348.5725,-2432351721
5098,2,Cavan,76176,2020/09/12 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,904,1186.725478,,,515954.4965,-5575009911
5099,3,Clare,118817,2020/09/12 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,504,424.1817248,,,1013948.95,-8722541706
5100,4,Cork,542868,2020/09/12 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1681,309.6517017,,,2129949.409,-19529490886
5101,5,Donegal,159192,2020/09/12 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,579,363.7117443,,,2145085.774,14624041937
5102,6,Dublin,1347359,2020/09/12 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,14554,1080.18724,,,449433.5318,-2612632655
5103,7,Galway,258058,2020/09/12 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,562,217.780499,,,1972288.286,-17079158586
5104,8,Kerry,147707,2020/09/12 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,348,235.6015626,,,1753779.819,-12483603408
5105,9,Kildare,222504,2020/09/12 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,2375,1067.396541,,,422182.0368,-4726063622
5106,10,Kilkenny,99232,2020/09/12 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,431,434.3356982,,,453397.5722,-5585391835
5107,11,Laois,84697,2020/09/12 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,416,491.162615,,,398512.4622,-4731211499
