OBJECTID,ORIGID,CountyName,PopulationCensus16,TimeStamp,IGEasting,IGNorthing,Lat,Long,UGI,ConfirmedCovidCases,PopulationProportionCovidCases,ConfirmedCovidDeaths,ConfirmedCovidRecovered,SHAPE_Length,SHAPE_Area
12015,3,Clare,118817,2021/06/05 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,5060,4258.649857,,,1013948.95,-8722541706
12016,4,Cork,542868,2021/06/05 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,23746,4374.175674,,,2129949.409,-19529490886
12017,5,Donegal,159192,2021/06/05 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,10914,6855.872154,,,2145085.774,14624041937
12018,6,Dublin,1347359,2021/06/05 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,94210,6992.197328,,,449433.5318,-2612632655
12019,7,Galway,258058,2021/06/05 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,10745,4163.792636,,,1972288.286,-17079158586
12020,8,Kerry,147707,2021/06/05 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,4571,3094.640064,,,1753779.819,-12483603408
12021,9,Kildare,222504,2021/06/05 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,13031,5856.523928,,,422182.0368,-4726063622
12022,10,Kilkenny,99232,2021/06/05 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,3676,3704.450177,,,453397.5722,-5585391835
12023,11,Laois,84697,2021/06/05 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,3781,4464.148671,,,398512.4622,-4731211499
12024,12,Leitrim,32044,2021/06/05 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,866,2702.534016,,,453253.685,-4618679673
12025,13,Limerick,194899,2021/06/05 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,12617,6473.609408,,,673892.6905,-7206726912
12026,14,Longford,40873,2021/06/05 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,2042,4995.963105,,,315245.1728,-3097977869
12027,15,Louth,128884,2021/06/05 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,9571,7426.05754,,,352203.5172,-2386326963
12028,16,Mayo,130507,2021/06/05 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,6643,5090.148421,,,2101964.077,-16036984139
12029,17,Meath,195044,2021/06/05 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,11093,5687.43463,,,554844.7505,-6658570746
12030,18,Monaghan,61386,2021/06/05 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,5132,8360.212426,,,392803.0473,-3768943157
12031,19,Offaly,77961,2021/06/05 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,4601,5901.668783,,,561440.3786,-5558826350
12032,20,Roscommon,64544,2021/06/05 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,2644,4096.430342,,,622494.1546,-7278743876
12033,21,Sligo,65535,2021/06/05 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,2344,3576.714733,,,682286.8703,-5348370378
12034,22,Tipperary,159553,2021/06/05 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,6135,3845.117296,,,781276.5797,-11551196729
12035,23,Waterford,116176,2021/06/05 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,5797,4989.842997,,,643184.904,-4848379555
12036,24,Westmeath,88770,2021/06/05 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,4236,4771.882393,,,422669.3327,-5208705730
12037,25,Wexford,149722,2021/06/05 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,7441,4969.877506,,,589324.4767,-6332221063
12038,26,Wicklow,142425,2021/06/05 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,4988,3502.194137,,,427539.1986,-5580728579
12039,1,Carlow,56932,2021/06/06 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,3016,5297.547952,,,319348.5725,-2432351721
12040,2,Cavan,76176,2021/06/06 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,5292,6947.069943,,,515954.4965,-5575009911
12041,3,Clare,118817,2021/06/06 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,5065,4262.858009,,,1013948.95,-8722541706
12042,4,Cork,542868,2021/06/06 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,23785,4381.359741,,,2129949.409,-19529490886
12043,5,Donegal,159192,2021/06/06 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,10932,6867.179255,,,2145085.774,14624041937
12044,6,Dublin,1347359,2021/06/06 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,94296,6998.580185,,,449433.5318,-2612632655
12045,7,Galway,258058,2021/06/06 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,10748,4164.955165,,,1972288.286,-17079158586
12046,8,Kerry,147707,2021/06/06 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,4581,3101.410224,,,1753779.819,-12483603408
12047,9,Kildare,222504,2021/06/06 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,13040,5860.568799,,,422182.0368,-4726063622
12048,10,Kilkenny,99232,2021/06/06 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,3678,3706.465656,,,453397.5722,-5585391835
12049,11,Laois,84697,2021/06/06 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,3786,4470.052068,,,398512.4622,-4731211499
12050,12,Leitrim,32044,2021/06/06 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,866,2702.534016,,,453253.685,-4618679673
12051,13,Limerick,194899,2021/06/06 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,12692,6512.090878,,,673892.6905,-7206726912
12052,14,Longford,40873,2021/06/06 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,2042,4995.963105,,,315245.1728,-3097977869
12053,15,Louth,128884,2021/06/06 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,9579,7432.264672,,,352203.5172,-2386326963
12054,16,Mayo,130507,2021/06/06 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,6647,5093.213391,,,2101964.077,-16036984139
12055,17,Meath,195044,2021/06/06 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,11097,5689.485449,,,554844.7505,-6658570746
12056,18,Monaghan,61386,2021/06/06 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,5133,8361.841462,,,392803.0473,-3768943157
12057,19,Offaly,77961,2021/06/06 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,4605,5906.799554,,,561440.3786,-5558826350
12058,20,Roscommon,64544,2021/06/06 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,2646,4099.529003,,,622494.1546,-7278743876
12059,21,Sligo,65535,2021/06/06 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,2344,3576.714733,,,682286.8703,-5348370378
12060,22,Tipperary,159553,2021/06/06 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,6154,3857.025565,,,781276.5797,-11551196729
12061,23,Waterford,116176,2021/06/06 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,5831,5019.108938,,,643184.904,-4848379555
12062,24,Westmeath,88770,2021/06/06 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,4245,4782.020953,,,422669.3327,-5208705730
12063,25,Wexford,149722,2021/06/06 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,7447,4973.884933,,,589324.4767,-6332221063
12064,26,Wicklow,142425,2021/06/06 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,4998,3509.215377,,,427539.1986,-5580728579
12065,1,Carlow,56932,2021/06/07 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,3019,5302.817396,,,319348.5725,-2432351721
12066,2,Cavan,76176,2021/06/07 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,5295,6951.008192,,,515954.4965,-5575009911
12067,3,Clare,118817,2021/06/07 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,5069,4266.22453,,,1013948.95,-8722541706
12068,4,Cork,542868,2021/06/07 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,23810,4385.964912,,,2129949.409,-19529490886
12069,5,Donegal,159192,2021/06/07 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,10949,6877.858184,,,2145085.774,14624041937
12070,6,Dublin,1347359,2021/06/07 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,94370,7004.072411,,,449433.5318,-2612632655
12071,7,Galway,258058,2021/06/07 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,10750,4165.730185,,,1972288.286,-17079158586
12072,8,Kerry,147707,2021/06/07 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,4584,3103.441272,,,1753779.819,-12483603408
12073,9,Kildare,222504,2021/06/07 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,13044,5862.366519,,,422182.0368,-4726063622
12074,10,Kilkenny,99232,2021/06/07 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,3683,3711.504353,,,453397.5722,-5585391835
12075,11,Laois,84697,2021/06/07 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,3787,4471.232747,,,398512.4622,-4731211499
12076,12,Leitrim,32044,2021/06/07 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,866,2702.534016,,,453253.685,-4618679673
12077,13,Limerick,194899,2021/06/07 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,12728,6530.561983,,,673892.6905,-7206726912
12078,14,Longford,40873,2021/06/07 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,2042,4995.963105,,,315245.1728,-3097977869
12079,15,Louth,128884,2021/06/07 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,9587,7438.471804,,,352203.5172,-2386326963
12080,16,Mayo,130507,2021/06/07 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,6649,5094.745876,,,2101964.077,-16036984139
12081,17,Meath,195044,2021/06/07 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,11106,5694.099793,,,554844.7505,-6658570746
12082,18,Monaghan,61386,2021/06/07 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,5135,8365.099534,,,392803.0473,-3768943157
12083,19,Offaly,77961,2021/06/07 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,4608,5910.647632,,,561440.3786,-5558826350
12084,20,Roscommon,64544,2021/06/07 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,2650,4105.726326,,,622494.1546,-7278743876
12085,21,Sligo,65535,2021/06/07 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,2344,3576.714733,,,682286.8703,-5348370378
12086,22,Tipperary,159553,2021/06/07 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,6165,3863.919826,,,781276.5797,-11551196729
12087,23,Waterford,116176,2021/06/07 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,5843,5029.438094,,,643184.904,-4848379555
12088,24,Westmeath,88770,2021/06/07 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,4253,4791.033007,,,422669.3327,-5208705730
12089,25,Wexford,149722,2021/06/07 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,7460,4982.567692,,,589324.4767,-6332221063
12090,26,Wicklow,142425,2021/06/07 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,5002,3512.023872,,,427539.1986,-5580728579
12091,1,Carlow,56932,2021/06/08 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,3020,5304.573878,,,319348.5725,-2432351721
12092,2,Cavan,76176,2021/06/08 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,5298,6954.94644,,,515954.4965,-5575009911
12093,3,Clare,118817,2021/06/08 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,5071,4267.907791,,,1013948.95,-8722541706
12094,4,Cork,542868,2021/06/08 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,23833,4390.20167,,,2129949.409,-19529490886
12095,5,Donegal,159192,2021/06/08 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,10959,6884.139907,,,2145085.774,14624041937
12096,6,Dublin,1347359,2021/06/08 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,94450,7010.009953,,,449433.5318,-2612632655
12097,7,Galway,258058,2021/06/08 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,10766,4171.930341,,,1972288.286,-17079158586
12098,8,Kerry,147707,2021/06/08 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,4590,3107.503368,,,1753779.819,-12483603408
12099,9,Kildare,222504,2021/06/08 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,13050,5865.0631,,,422182.0368,-4726063622
12100,10,Kilkenny,99232,2021/06/08 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,3685,3713.519832,,,453397.5722,-5585391835
12101,11,Laois,84697,2021/06/08 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,3789,4473.594106,,,398512.4622,-4731211499
12102,12,Leitrim,32044,2021/06/08 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,866,2702.534016,,,453253.685,-4618679673
12103,13,Limerick,194899,2021/06/08 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,12777,6555.70321,,,673892.6905,-7206726912
12104,14,Longford,40873,2021/06/08 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,2042,4995.963105,,,315245.1728,-3097977869
12105,15,Louth,128884,2021/06/08 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,9594,7443.903045,,,352203.5172,-2386326963
12106,16,Mayo,130507,2021/06/08 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,6652,5097.044603,,,2101964.077,-16036984139
12107,17,Meath,195044,2021/06/08 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,11109,5695.637907,,,554844.7505,-6658570746
12108,18,Monaghan,61386,2021/06/08 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,5135,8365.099534,,,392803.0473,-3768943157
12109,19,Offaly,77961,2021/06/08 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,4612,5915.778402,,,561440.3786,-5558826350
12110,20,Roscommon,64544,2021/06/08 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,2650,4105.726326,,,622494.1546,-7278743876
12111,21,Sligo,65535,2021/06/08 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,2345,3578.240635,,,682286.8703,-5348370378
12112,22,Tipperary,159553,2021/06/08 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,6176,3870.814087,,,781276.5797,-11551196729
12113,23,Waterford,116176,2021/06/08 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,5848,5033.741909,,,643184.904,-4848379555
12114,24,Westmeath,88770,2021/06/08 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,4263,4802.298074,,,422669.3327,-5208705730
12115,25,Wexford,149722,2021/06/08 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,7471,4989.914642,,,589324.4767,-6332221063
12116,26,Wicklow,142425,2021/06/08 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,5007,3515.534492,,,427539.1986,-5580728579
12117,1,Carlow,56932,2021/06/09 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,3024,5311.599803,,,319348.5725,-2432351721
12118,2,Cavan,76176,2021/06/09 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,5303,6961.510187,,,515954.4965,-5575009911
12119,3,Clare,118817,2021/06/09 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,5077,4272.957573,,,1013948.95,-8722541706
12120,4,Cork,542868,2021/06/09 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,23868,4396.648909,,,2129949.409,-19529490886
12121,5,Donegal,159192,2021/06/09 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,10981,6897.959696,,,2145085.774,14624041937
12122,6,Dublin,1347359,2021/06/09 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,94539,7016.615468,,,449433.5318,-2612632655
12123,7,Galway,258058,2021/06/09 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,10787,4180.068047,,,1972288.286,-17079158586
12124,8,Kerry,147707,2021/06/09 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,4591,3108.180384,,,1753779.819,-12483603408
12125,9,Kildare,222504,2021/06/09 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,13062,5870.456261,,,422182.0368,-4726063622
12126,10,Kilkenny,99232,2021/06/09 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,3688,3716.543051,,,453397.5722,-5585391835
12127,11,Laois,84697,2021/06/09 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,3795,4480.678182,,,398512.4622,-4731211499
12128,12,Leitrim,32044,2021/06/09 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,868,2708.775434,,,453253.685,-4618679673
12129,13,Limerick,194899,2021/06/09 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,12848,6592.132335,,,673892.6905,-7206726912
12130,14,Longford,40873,2021/06/09 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,2043,4998.409708,,,315245.1728,-3097977869
12131,15,Louth,128884,2021/06/09 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,9604,7451.66196,,,352203.5172,-2386326963
12132,16,Mayo,130507,2021/06/09 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,6652,5097.044603,,,2101964.077,-16036984139
12133,17,Meath,195044,2021/06/09 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,11129,5705.892004,,,554844.7505,-6658570746
12134,18,Monaghan,61386,2021/06/09 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,5135,8365.099534,,,392803.0473,-3768943157
12135,19,Offaly,77961,2021/06/09 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,4614,5918.343787,,,561440.3786,-5558826350
12136,20,Roscommon,64544,2021/06/09 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,2655,4113.47298,,,622494.1546,-7278743876
12137,21,Sligo,65535,2021/06/09 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,2345,3578.240635,,,682286.8703,-5348370378
12138,22,Tipperary,159553,2021/06/09 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,6184,3875.828095,,,781276.5797,-11551196729
12139,23,Waterford,116176,2021/06/09 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,5860,5044.071065,,,643184.904,-4848379555
12140,24,Westmeath,88770,2021/06/09 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,4270,4810.183621,,,422669.3327,-5208705730
12141,25,Wexford,149722,2021/06/09 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,7482,4997.261591,,,589324.4767,-6332221063
12142,26,Wicklow,142425,2021/06/09 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,5020,3524.662103,,,427539.1986,-5580728579
12143,1,Carlow,56932,2021/06/10 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,3025,5313.356285,,,319348.5725,-2432351721
12144,2,Cavan,76176,2021/06/10 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,5304,6962.822936,,,515954.4965,-5575009911
12145,3,Clare,118817,2021/06/10 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,5085,4279.690617,,,1013948.95,-8722541706
12146,4,Cork,542868,2021/06/10 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,23907,4403.832976,,,2129949.409,-19529490886
