date,ind,rain,ind,maxt,ind,mint,gmin,soil
25-Apr-15,0,1.2,0,12,0,9.6,7.5,12.3
26-Apr-15,0,0,0,11.5,1,-0.8,-4.1,9
27-Apr-15,0,2.1,0,9.5,0,0.3,-2.9,9.9
28-Apr-15,0,5.2,0,10.1,0,0.7,-2,8.4
29-Apr-15,0,2.3,0,12,0,2.5,0.6,8.7
30-Apr-15,0,0,0,14.5,0,2.3,0.3,8.9
01-May-15,0,5.6,0,11,0,1.6,-1.4,9.7
02-May-15,0,24.2,0,12.1,0,5.4,5,9.9
03-May-15,0,2.5,0,16.1,0,7.8,7.1,11.1
04-May-15,0,14.5,0,13.4,0,6.1,3.3,11
05-May-15,0,2.9,0,12.9,0,6.4,6,10.5
06-May-15,0,6,0,13.2,0,5.8,3.9,10.1
07-May-15,0,4.1,0,14.4,0,5.9,6,11.7
08-May-15,0,10,0,9.7,0,5.5,3.1,11.4
09-May-15,0,0.4,0,15.2,0,5.8,5.8,10.9
10-May-15,0,3.1,0,14.6,0,9.4,9.1,12.3
11-May-15,4,0,0,15.9,0,8.4,5.9,11.9
12-May-15,0,0,0,13.8,0,7.1,4.8,11.9
13-May-15,0,1.5,0,16.3,0,1.5,-2.3,11.8
14-May-15,0,0,0,11.7,0,8.6,7.4,12.3
15-May-15,0,1,0,15.7,0,3.3,0.5,11.4
16-May-15,0,0.7,0,13.1,0,5.4,3.1,11.7
17-May-15,0,3.7,0,12.9,0,6.4,1.9,11.9
18-May-15,0,2,0,11.6,0,6.6,6.1,11.4
19-May-15,0,0.8,0,11.6,0,4.9,3.6,10.4
20-May-15,4,0,0,15,0,3.7,1.8,10.8
21-May-15,4,0,0,17.3,0,3.5,-0.3,12
22-May-15,0,0,0,17,0,11.6,11.2,14.6
23-May-15,0,0,0,18.2,0,8.8,7.8,14.4
24-May-15,0,0,0,15.9,0,9.4,10.2,15.1
25-May-15,0,0,0,16.1,0,9.1,8.2,14.8
26-May-15,0,0,0,17,0,9.6,9.4,14.9
27-May-15,0,2.8,0,13.9,0,6.3,3.6,14.8
28-May-15,0,3.2,0,14.2,0,6.8,4.8,12.9
29-May-15,0,0.1,0,12.9,0,7,6.4,13.2
30-May-15,0,2.4,0,13.9,0,2.6,-0.7,12.5
31-May-15,0,1.3,0,12,0,7.2,6.8,13.2
01-Jun-15,0,10.9,0,13.2,0,2.6,1.1,11.3
02-Jun-15,4,0,0,14.7,0,7.2,4.9,12.3
03-Jun-15,0,0,0,16.2,0,5.8,2.6,13.1
04-Jun-15,0,4.5,0,16.3,0,7.8,6.3,14.8
05-Jun-15,0,0.9,0,15.7,0,9.4,8.9,14.8
06-Jun-15,0,0.2,0,14.4,0,7.6,5.1,13.2
07-Jun-15,0,0,0,16.2,0,2.1,-1.2,13.9
08-Jun-15,0,0,0,15.5,0,3.4,-0.1,14.1
09-Jun-15,0,0,0,18.4,0,3.5,-1.1,14.2
10-Jun-15,0,0.5,0,19.4,0,4.9,1.1,16
11-Jun-15,0,0,0,19.4,0,4.2,0.1,14.9
12-Jun-15,0,0,0,17.7,0,11.3,10.1,16.5
13-Jun-15,0,0,0,17.5,0,10.5,10.3,16.1
14-Jun-15,0,0,0,17.6,0,6.2,3.8,15.8
15-Jun-15,0,0,0,19.3,0,6.4,3.5,16.4
16-Jun-15,0,0,0,21.6,0,11.3,10,17.7
17-Jun-15,0,0,0,18.8,0,14.4,14.6,18.5
18-Jun-15,0,0,0,19,0,8.7,7.5,16.2
19-Jun-15,4,0,0,18.5,0,9.6,8.3,17
20-Jun-15,0,0.1,0,20.5,0,13.3,13.9,18.1
21-Jun-15,0,0,0,15.7,0,10.9,10.1,17.5
22-Jun-15,0,0,0,17,0,6.9,4.2,16.4
23-Jun-15,0,0,0,21.2,0,4.5,1.5,16.6
24-Jun-15,0,0,0,20.2,0,9.1,7.4,17
25-Jun-15,0,3,0,18.4,0,12,11.4,17
26-Jun-15,4,0,0,21,0,13.5,13.1,17.6
27-Jun-15,0,2.6,0,20.4,0,9.6,6.8,17.7
28-Jun-15,0,0,0,20.5,0,13.6,13.3,17.4
29-Jun-15,0,0.1,0,20.5,0,11.2,9.4,17.5
30-Jun-15,0,0,0,22.8,0,14.8,13.9,17.9
01-Jul-15,0,0,0,24,0,13.3,12.5,18.9
02-Jul-15,0,0,0,20.3,0,12.7,9.6,19.3
03-Jul-15,0,5.1,0,22.1,0,12.7,10.9,19.1
04-Jul-15,0,0.9,0,20,0,14.5,6.9,18.4
05-Jul-15,0,5.1,0,19.2,0,10.8,9.3,17.8
06-Jul-15,0,7.7,0,19.4,0,8.9,6.6,15.8
07-Jul-15,0,2.2,0,17,0,12.2,10.6,16.7
08-Jul-15,0,0,0,17.4,0,11.9,11.4,15
09-Jul-15,0,0,0,18.3,0,10.3,9.2,16.9
10-Jul-15,0,0,0,20.1,0,13.6,12.9,17.4
11-Jul-15,0,2.5,0,17.5,0,9.4,6.9,16.9
12-Jul-15,0,4.8,0,18.8,0,12.7,10.9,16.5
13-Jul-15,0,0.9,0,19.5,0,13.4,13,17.1
14-Jul-15,0,0,0,17.9,0,11.2,10.8,16.7
15-Jul-15,0,0,0,20.4,0,8.4,5.9,16.8
16-Jul-15,0,5.8,0,16.5,0,8.1,7.1,17.5
17-Jul-15,0,0.2,0,17.4,0,12.3,11.3,15.6
18-Jul-15,0,8.8,0,19.5,0,10,8,16.3
19-Jul-15,0,1.1,0,18.8,0,8.4,6.5,15.1
20-Jul-15,0,0.4,0,20.1,0,11.5,11,16.2
21-Jul-15,4,0,0,17.7,0,13.2,11.9,16.8
22-Jul-15,0,0.6,0,17.9,0,11.2,10.8,17
23-Jul-15,0,0,0,17.2,0,10.7,7.9,16.1
24-Jul-15,4,0,0,17.4,0,7.3,4.6,15.5
25-Jul-15,0,9.4,0,18.3,0,6.9,5.3,15.2
26-Jul-15,0,1.3,0,17.5,0,11.1,10.9,15.9
27-Jul-15,0,0.3,0,16.7,0,11.8,11.6,14.9
28-Jul-15,0,5.1,0,17.3,0,8.9,5.1,14.9
29-Jul-15,0,0.2,0,17,0,9.5,8.5,15
30-Jul-15,0,0.1,0,15.9,0,7.3,2.6,14.8
31-Jul-15,0,2,0,17.2,0,10.2,9.2,14.9
01-Aug-15,0,3.5,0,18.7,0,7.6,4.5,15
02-Aug-15,0,7.1,0,19.3,0,11,11,16
03-Aug-15,0,2.8,0,18.9,0,12.7,10.9,16.9
04-Aug-15,0,7.7,0,17.5,0,12.3,11.1,15.8
05-Aug-15,0,3.5,0,17.5,0,11.1,10.9,14.9
06-Aug-15,0,0,0,18.4,0,9.5,8.1,15.6
07-Aug-15,0,0,0,20,0,9.9,8.4,16.4
08-Aug-15,0,0.2,0,18.1,0,4.9,2.1,15.9
09-Aug-15,0,0.3,0,20.8,0,13.4,12.9,16.4
10-Aug-15,0,0,0,18.6,0,13.3,12.2,17
11-Aug-15,0,0,0,17.2,0,11.5,11,16.7
12-Aug-15,0,0,0,22.3,0,3.5,2,15
13-Aug-15,0,0,0,21.9,0,8.7,6.9,16.3
14-Aug-15,0,0,0,18.2,0,9.3,7.5,17.3
15-Aug-15,4,0,0,17.1,0,4.7,1.5,14.8
16-Aug-15,0,0.1,0,18.3,0,8.1,6.2,15.6
17-Aug-15,0,0,0,21,0,13,11.6,16.7
18-Aug-15,0,3.7,0,22,0,6.2,4.5,16.5
19-Aug-15,0,0,0,20,0,13.1,11.9,16.4
20-Aug-15,0,0.4,0,20.9,0,12.4,9.8,16.7
21-Aug-15,0,0,0,21,0,15,14.3,17.5
22-Aug-15,0,16,0,18.5,0,10,7.7,16.4
23-Aug-15,0,0.6,0,15,0,12.4,12.4,15.9
24-Aug-15,0,0.2,0,18.5,0,9.7,7.4,15.4
25-Aug-15,0,36,0,17.4,0,7.6,5,14.1
26-Aug-15,0,6,0,18.2,0,9.3,6.7,14.7
27-Aug-15,0,3.4,0,18.1,0,9.4,6.9,14.4
28-Aug-15,0,0,0,18.9,0,8.5,6.5,14
29-Aug-15,0,1.4,0,20,0,9.6,7.2,14.8
30-Aug-15,0,0,0,19.2,0,9.6,7.5,15.5
31-Aug-15,0,3.4,0,18.1,0,11,10.9,15.6
01-Sep-15,0,0,0,16.3,0,8.8,7.9,14.3
02-Sep-15,0,0.2,0,14.5,0,6.8,5.6,14.4
03-Sep-15,4,0,0,14.7,0,9.1,8,14
04-Sep-15,4,0,0,17.1,0,10,9.5,14.1
05-Sep-15,0,0,0,15.6,0,10.1,8.7,14
06-Sep-15,0,0,0,14.5,0,3.8,1.1,13
07-Sep-15,0,0,0,15,0,10,9.5,14
08-Sep-15,0,0,0,19.2,0,10.3,9.6,14.7
09-Sep-15,0,0,0,17.5,0,8.4,5.5,14.5
10-Sep-15,0,0,0,19.5,0,8.3,4.2,13.9
11-Sep-15,0,10.9,0,15.4,0,12.9,10.9,14.8
12-Sep-15,0,1.2,0,15.6,0,10.5,8.9,13.7
13-Sep-15,0,1.1,0,17.5,0,8.4,6.4,14.1
14-Sep-15,0,6.4,0,12,0,7.3,4.4,13
15-Sep-15,0,0.2,0,15.5,0,8.1,5.7,12.1
16-Sep-15,0,0,0,16.3,0,7.3,3.9,12.2
17-Sep-15,0,0.4,0,17.9,0,3.4,1,10.5
18-Sep-15,4,0,0,16,0,10.5,10.3,13.8
19-Sep-15,0,0,0,16.9,0,5.6,3.4,12.9
20-Sep-15,0,8.8,0,16.3,0,11.1,9.2,13.8
21-Sep-15,0,5.6,0,16.5,0,10.1,8.5,13.4
22-Sep-15,0,0,0,15.2,0,8.9,5.9,12.1
23-Sep-15,0,0,0,17,0,6.3,3.4,12.5
24-Sep-15,0,0,0,13.7,0,8.7,6.6,11.7
25-Sep-15,0,0,0,15.7,0,5.6,2.2,11.6
26-Sep-15,0,0,0,16.9,0,7.5,4.2,12.1
27-Sep-15,4,0,0,17.6,0,4.6,2.5,11.5
28-Sep-15,0,0,0,17.1,0,3.2,-0.2,10.5
29-Sep-15,0,0,0,17.4,0,6.1,3.1,11.7
30-Sep-15,0,0,0,17.6,0,3.9,2.5,11
01-Oct-15,0,0,0,17.9,0,4.7,2.5,10.9
02-Oct-15,0,0,0,13,0,4.5,1.4,11.5
03-Oct-15,0,0,0,12.7,0,7.7,6.5,11.9
04-Oct-15,0,1.4,0,14.2,0,1.8,-0.6,10.5
05-Oct-15,0,4.1,0,16.4,0,9.3,5.8,12.6
06-Oct-15,0,1.9,0,18.7,0,12.5,11.6,13.6
07-Oct-15,0,0,0,15.2,0,2,-1.1,10
08-Oct-15,4,0,0,16.4,0,2.5,1,10.3
09-Oct-15,0,0,0,15.3,0,10,6.4,12.3
10-Oct-15,0,0,0,15,0,8.8,7.6,12
11-Oct-15,0,0,0,16.8,0,8.8,6.8,11.9
12-Oct-15,0,0,0,13.3,0,5.8,3.1,10.5
13-Oct-15,0,0,0,14.9,1,-0.5,-3.2,7.8
14-Oct-15,0,0,0,14.9,1,-0.6,-2.8,8.5
15-Oct-15,0,0,0,13.7,1,-0.6,-2.9,8.9
16-Oct-15,0,0,0,11.5,0,2.6,-0.2,8.5
17-Oct-15,4,0,0,13,0,5.4,2.4,9.9
18-Oct-15,0,0.2,0,11.5,0,7.2,5.8,10.2
19-Oct-15,0,0,0,13.9,0,8.4,7.4,10.6
20-Oct-15,0,3.1,0,13.8,0,1.6,-0.5,8.5
21-Oct-15,0,1,0,15,0,6.5,6.1,12.1
22-Oct-15,0,0,0,13.8,0,9.9,8.4,10.8
23-Oct-15,0,11,0,14,0,8.6,7.2,10.7
24-Oct-15,0,0.1,0,11.4,0,6.8,5.4,9.8
25-Oct-15,0,0.1,0,12.9,0,2.6,-1.2,7.1
26-Oct-15,0,16.3,0,13.5,0,6.2,6.1,10.4
27-Oct-15,0,4.7,0,12.3,0,11,10.6,11.6
28-Oct-15,0,6.5,0,13.7,0,6,1.6,8.6
29-Oct-15,0,2,0,13.4,0,7.4,3.4,9.7
30-Oct-15,0,5.2,0,14.9,0,8,4.9,10.4
31-Oct-15,4,0,0,16.5,0,11.1,9.9,11.4
01-Nov-15,4,0,0,13.9,0,3.1,1.6,10.9
02-Nov-15,0,0,0,15.2,0,7.5,7.6,11.5
03-Nov-15,0,0,0,13.4,0,7.4,3.1,10.9
04-Nov-15,0,0.8,0,12.7,0,5.4,3.3,9.7
05-Nov-15,0,7.4,0,13.3,0,5.5,1.6,10.9
06-Nov-15,0,7.4,0,16.5,0,11.4,9.2,11.8
07-Nov-15,0,3.4,0,13.4,0,8.3,4.9,11
08-Nov-15,0,14.4,0,14.5,0,7.4,5.4,11.3
09-Nov-15,0,1.9,0,16.2,0,5.9,3.7,10
10-Nov-15,0,6.5,0,16.3,0,12.9,12.4,12.9
11-Nov-15,0,0.2,0,14.9,0,11.9,11.6,12.5
12-Nov-15,0,8.6,0,14.7,0,6.4,4.2,9
13-Nov-15,0,9.8,0,8.6,0,2.8,0.4,6.9
14-Nov-15,0,10,0,15.4,0,4.1,2.1,7.8
15-Nov-15,0,0.6,0,15.7,0,6.8,6.4,12.3
16-Nov-15,0,2.5,0,9.9,0,5.8,2.9,8.5
17-Nov-15,0,18.5,0,15,0,4.5,0.4,8.4
18-Nov-15,0,0.3,0,12.9,0,6.5,2.6,10.1
19-Nov-15,4,0,0,9.4,0,8.4,6.6,8.9
20-Nov-15,0,1.7,0,8,0,3.7,-0.6,6.7
21-Nov-15,0,0,0,5.1,0,1.1,-0.7,4.8
22-Nov-15,0,0,0,8.4,0,1,-1.4,4.9
23-Nov-15,0,2.9,0,10.4,1,-2.7,-6.6,3.5
24-Nov-15,0,2.7,0,9.9,0,0.9,-0.1,7.1
25-Nov-15,0,0,0,11.1,0,8.4,7.8,8.9
26-Nov-15,0,0.4,0,12.8,0,7.5,4.9,9.6
27-Nov-15,0,2.6,0,11.4,0,9.5,8.2,9.5
28-Nov-15,0,7.8,0,10.3,0,2.4,-0.7,5.9
29-Nov-15,0,6.7,0,12,0,6.4,5.4,7.8
30-Nov-15,0,12.5,0,13.1,0,3.8,-0.7,7.1
01-Dec-15,0,1.9,0,14.2,0,6,5.1,9.9
02-Dec-15,0,8.5,0,12,0,11.3,10.5,10.4
03-Dec-15,0,21.1,0,9.1,0,4.8,2.6,7
04-Dec-15,0,11.5,0,12.1,0,2,-1.6,6.6
05-Dec-15,0,7.5,0,12.9,0,8.4,6,8.5
06-Dec-15,0,1.2,0,13.2,0,5.5,2.9,8.7
07-Dec-15,0,6.1,0,12.8,0,5,2.6,10.1
08-Dec-15,0,2,0,10.8,0,6.5,3.9,9
09-Dec-15,0,8.8,0,11.8,0,1.9,-0.1,7.4
10-Dec-15,0,0.2,0,8.1,0,5.5,-0.9,6.5
11-Dec-15,0,15,0,11.8,0,4.1,1.2,5.1
12-Dec-15,0,11.8,0,12.6,0,3.3,1.3,7.8
13-Dec-15,0,0.1,0,10.5,0,1.9,-1.3,6.2
14-Dec-15,0,6.6,0,11.1,0,5.5,5.4,8.4
15-Dec-15,0,10.1,0,12.4,0,8.1,3.6,8
16-Dec-15,0,4.7,0,14,0,10,8.6,10.4
17-Dec-15,0,0.3,0,13.3,0,10.3,8.9,10.7
18-Dec-15,0,3.9,0,14.6,0,10,7.3,10
19-Dec-15,0,1.7,0,13.5,0,11.1,10.4,11.3
20-Dec-15,0,1.6,0,10.9,0,7.1,4.3,8.1
21-Dec-15,0,8.6,0,13.9,0,3.9,-0.6,7.5
22-Dec-15,0,4.5,0,9.9,0,5.9,2.9,9.6
23-Dec-15,0,6.8,0,11.8,0,3.4,0.5,5.6
24-Dec-15,0,5.8,0,6,0,3.5,1.6,6.4
25-Dec-15,0,12.7,0,12.5,0,0.8,-3.3,4.9
26-Dec-15,0,9.7,0,6.6,0,4.2,4.2,8.2
27-Dec-15,0,4.1,0,12.1,0,0.4,-3.9,4.6
28-Dec-15,0,26.4,0,12.3,0,2.2,-0.6,9
29-Dec-15,0,28,0,13.3,0,4.2,0.1,6.6
30-Dec-15,0,8.5,0,9.6,0,5.1,3.5,8.7
31-Dec-15,0,1.4,0,6.5,0,1,-2.1,4.9
01-Jan-16,0,12.8,0,9.1,0,0.4,-3.4,3.9
02-Jan-16,0,12.9,0,8.6,0,5.5,4.3,7.5
03-Jan-16,4,0,0,9.5,0,3.1,0.6,6.9
04-Jan-16,0,4.9,0,7.8,0,5,3.4,6.2
05-Jan-16,0,0,0,7.1,0,4.8,-0.1,6.5
06-Jan-16,0,15.8,0,8.9,0,0.5,-3.7,4.9
07-Jan-16,0,3,0,5.3,0,1.1,-1.1,5.5
08-Jan-16,0,1.3,0,7.3,0,0.7,-4.1,4
09-Jan-16,0,7.4,0,5,0,0.6,-4,4.5
10-Jan-16,0,0,0,5.7,0,2,-1.4,3.4
11-Jan-16,0,0,0,5.6,1,-1.5,-7.3,1.9
12-Jan-16,0,0,0,5.9,1,-0.1,-0.5,3.4
13-Jan-16,0,0.2,0,4.9,1,-1.5,-6.7,2
14-Jan-16,0,0.1,0,4.6,1,-0.5,-4,1.9
15-Jan-16,0,0.2,0,5.6,1,-1.9,-7.5,1.4
16-Jan-16,0,0,0,6.1,1,-4.5,-9.1,0.8
17-Jan-16,0,3.9,0,8.2,1,-1.8,-5.1,3.3
18-Jan-16,0,0.5,0,7.4,0,5.4,4.8,5.6
19-Jan-16,0,0,0,7.4,0,4.1,3.1,5
20-Jan-16,0,4,0,9.7,1,-2.6,-7.5,2.5
21-Jan-16,0,5.3,0,11.9,1,-0.7,-5.6,6
22-Jan-16,0,0.4,0,11.5,0,9.5,7.3,8.5
23-Jan-16,0,0.9,0,13.1,0,5.5,1.4,5.9
24-Jan-16,4,0,0,13.9,0,8,6.3,9.5
25-Jan-16,0,8.9,0,11.9,0,11.4,9.9,9.8
26-Jan-16,0,8.9,0,13.9,0,5.9,2.5,9
27-Jan-16,0,0.1,0,7.9,0,7.9,7.5,9.6
28-Jan-16,0,2.3,0,11.6,0,2.5,-0.5,4.7
29-Jan-16,0,1,0,10,0,4.9,4.1,8.2
30-Jan-16,0,3.2,0,11.4,0,1.2,-1.5,4.9
31-Jan-16,0,0.5,0,12.8,0,1,-0.1,6.4
01-Feb-16,0,0.8,0,10.9,0,10.5,7.4,9
02-Feb-16,0,2.8,0,7.2,0,2.9,0.3,5
03-Feb-16,0,0.9,0,10.2,0,1,-1.1,3.9
04-Feb-16,0,0.4,0,11.4,0,4.7,2.9,8.5
05-Feb-16,0,10.6,0,9.3,0,8.4,6.8,7.5
06-Feb-16,0,3.3,0,8.9,0,1.9,-1,5.9
07-Feb-16,0,20.6,0,9.5,0,1.8,-0.7,4.8
08-Feb-16,0,5.9,0,7.5,0,3.3,1.9,5.7
09-Feb-16,0,5.3,0,5.1,0,0.7,-1.4,3.5
10-Feb-16,4,0,0,8.5,0,1.1,-0.1,4.1
11-Feb-16,4,0,0,6.5,0,0,-5.1,3.5
12-Feb-16,0,2.9,0,6.2,0,0.2,-3.6,3.6
13-Feb-16,0,0.2,0,6.2,0,0.9,-0.1,4.5
14-Feb-16,0,0.1,0,5.9,0,2.1,0.5,4.1
15-Feb-16,0,0,0,7.4,1,-2.9,-8.1,2.1
16-Feb-16,0,20.9,0,9.4,1,-0.9,-3.1,4.5
17-Feb-16,0,0,0,6.2,0,1.8,-1.1,4.9
18-Feb-16,0,0.5,0,7.8,1,-3,-7.1,2
19-Feb-16,0,0.6,0,10.3,1,-0.2,-1.8,4.4
20-Feb-16,0,4.6,0,12.2,0,5.9,3.7,5.9
21-Feb-16,0,2.8,0,12.2,0,6.6,6.9,8.7
22-Feb-16,0,0,0,8.4,0,2.8,-0.9,6.2
23-Feb-16,0,0,0,7.8,1,-0.5,-4.5,3.9
24-Feb-16,0,0,0,7.7,1,-5.4,-10.1,2.4
25-Feb-16,0,0.4,0,6.3,1,-4.5,-8.6,2.9
26-Feb-16,0,3.8,0,6,1,-1.3,-1.8,4.5
27-Feb-16,4,0,0,5.7,0,2.2,1.1,4.4
28-Feb-16,0,5,0,7.2,0,1.1,-3.1,4.3
29-Feb-16,0,14.9,0,11,0,1.4,-2.5,4.4
01-Mar-16,0,8.7,0,10.8,0,4,3.9,7.9
02-Mar-16,0,0.3,0,8.8,0,1.5,-0.1,4.6
03-Mar-16,0,3.2,0,8.8,0,3.2,2.4,5.4
04-Mar-16,0,2.8,0,7.9,1,-0.5,-2.4,3.4
05-Mar-16,0,0,0,8.4,0,1.3,-0.7,3.8
06-Mar-16,0,2.7,0,4.7,1,-0.7,-4.2,3.4
07-Mar-16,0,2.1,0,8.8,0,0.5,-1.9,3.4
08-Mar-16,0,4,0,8.9,0,2.4,-1.4,5.6
09-Mar-16,0,0,0,9.6,0,2.2,-0.1,4.4
10-Mar-16,0,0,0,13.1,0,1.6,-0.1,5.6
11-Mar-16,0,0,0,14,0,6.4,4.9,7.4
12-Mar-16,0,0,0,12.9,0,6.5,5.4,7.9
13-Mar-16,0,0,0,12.8,0,6.7,3,8.2
14-Mar-16,0,0,0,13.1,0,2.9,-2,6.2
15-Mar-16,0,0,0,12.6,0,1.4,-5,5.5
16-Mar-16,0,0,0,11.9,0,2.5,-1.5,6.7
17-Mar-16,0,0,0,8.9,0,0.6,-4.8,6.7
18-Mar-16,0,0,0,11.5,1,-3.9,-8.4,4.6
19-Mar-16,0,0,0,7.9,1,-0.4,-0.6,7.5
20-Mar-16,0,0,0,8.4,0,3.4,-1.6,6.9
21-Mar-16,0,0,0,7.2,1,-1.4,-5.6,6
22-Mar-16,0,0,0,6.8,0,4.3,3.9,6.9
23-Mar-16,0,2.7,0,11.5,0,4.5,4.4,6.9
24-Mar-16,0,0.1,0,11.2,0,5.4,4.8,7.6
25-Mar-16,0,9.7,0,12.9,0,1.7,-1.4,6.6
26-Mar-16,0,4.2,0,9.9,0,6.9,6.8,8.3
27-Mar-16,0,0.9,0,8.8,0,2.9,1.1,6.1
28-Mar-16,0,0.2,0,10.5,0,0.2,-1.5,5.5
29-Mar-16,0,1.3,0,8.9,0,1,-1,5.5
30-Mar-16,0,0,0,11.2,0,0.4,-2.9,5.4
31-Mar-16,0,3.5,0,11.9,1,-2.5,-5.5,4.9
01-Apr-16,0,8.7,0,10,0,3.1,0.5,8
02-Apr-16,0,17.3,0,9.2,0,4.3,1.7,7.8
03-Apr-16,0,6.3,0,11.8,0,5.9,5.8,8
04-Apr-16,0,0.2,0,14,0,5.5,2.5,8.9
05-Apr-16,0,0.5,0,12.4,1,-0.1,-2.2,7.5
06-Apr-16,0,2.8,0,9.2,0,5.5,3.4,8.2
07-Apr-16,0,0.1,0,12.4,0,3.5,1.7,6.7
08-Apr-16,0,2.2,0,10,0,4,0.4,7.6
09-Apr-16,0,1.3,0,8.5,1,-0.9,-3.9,5.9
10-Apr-16,0,6.2,0,11.5,1,-2.2,-5.5,5.5
11-Apr-16,4,0,0,9.9,0,4,4.3,7.8
12-Apr-16,0,0,0,14.4,0,4.9,4.4,9.5
13-Apr-16,0,0.3,0,14.4,0,4,-0.5,9.5
14-Apr-16,0,0,0,12.8,0,6.9,6,9.8
15-Apr-16,0,0.2,0,10.8,0,3.4,1,9.1
16-Apr-16,0,0,0,9.8,0,0.5,-2.1,8
17-Apr-16,0,0,0,10.8,1,-1.8,-5.1,7.6
18-Apr-16,0,0,0,13,0,6.6,6,9.8
19-Apr-16,0,0,0,15.2,0,4.3,1.8,10.1
20-Apr-16,0,0,0,15.7,0,0.5,-2.8,9.8
21-Apr-16,0,0,0,15.3,0,1.5,-1,9.7
22-Apr-16,0,0,0,15.3,0,6.9,5.7,11.4
23-Apr-16,4,0,0,13.5,0,2.5,-1.6,10.7
24-Apr-16,0,0.2,0,11.4,0,2.8,0.7,10.6
25-Apr-16,0,0.1,0,13.8,0,6.4,6,10.6
26-Apr-16,0,0.8,0,10.2,0,2.1,1,9.5
27-Apr-16,0,0.5,0,9.9,1,-0.5,-2.5,8.2
28-Apr-16,0,1.6,0,9.9,1,-0.4,-2.5,8.5
29-Apr-16,0,1.2,0,9.3,0,1,-1,7
30-Apr-16,0,4.6,0,12.4,0,1.7,0.2,7.3
01-May-16,0,6.6,0,17.5,0,6.1,3.7,9.9
02-May-16,0,1,0,12.9,0,7.8,6.4,11.5
03-May-16,0,0,0,13.9,0,5,1.3,9.9
04-May-16,0,0,0,15.4,0,5.4,3,10.5
05-May-16,0,0,0,16,0,8.7,7.6,11.9
06-May-16,0,2.1,0,16.2,0,6,3.5,12.7
07-May-16,0,6.5,0,15.2,0,6.2,5.9,11.7
08-May-16,0,0,0,21.4,0,8.7,8.6,12.9
09-May-16,0,13.4,0,20.9,0,12.2,8,15
10-May-16,0,0.9,0,20.9,0,11.3,10.9,14.1
11-May-16,0,0,0,16.9,0,11.4,10.9,14.2
12-May-16,0,0,0,20.8,0,10.9,8.4,13.5
13-May-16,0,0,0,20.1,0,9,6.2,15.1
14-May-16,0,0,0,17.9,0,7.6,4.1,15.9
15-May-16,0,0,0,18.8,0,3.5,-0.1,16.2
16-May-16,0,0,0,19.4,0,4.7,2.5,16
17-May-16,0,5.9,0,17.4,0,6.9,3.8,16.1
18-May-16,0,2.3,0,15.5,0,7.5,6.5,15
19-May-16,0,1.2,0,18.3,0,6.2,3.4,12.8
20-May-16,0,3.9,0,13.9,0,9.1,7.2,14.1
21-May-16,0,3.5,0,16.5,0,10.1,8.4,14.4
22-May-16,0,6.7,0,14.8,0,3.6,0.3,13.9
23-May-16,0,0,0,16.5,0,3.5,1.1,13.1
24-May-16,0,0,0,18.5,0,1.5,-1.3,14.1
25-May-16,0,0,0,14.7,0,6.9,3.6,14.2
26-May-16,0,0,0,13.4,0,5.3,2,14.2
27-May-16,0,0,0,16.9,0,5,1.5,15.2
28-May-16,0,0.6,0,19.9,0,9.6,7.8,16.5
29-May-16,0,0.8,0,21.6,0,7.6,4.9,16.3
30-May-16,0,0,0,21.4,0,8.3,5.4,17.3
31-May-16,0,0,0,21.8,0,9,6.6,17.6
01-Jun-16,0,0,0,21.6,0,6.9,4,18.2
02-Jun-16,0,0,0,20.6,0,7.9,5,18.5
03-Jun-16,0,0,0,22,0,3.7,0.5,17.6
04-Jun-16,0,0,0,24.7,0,5.4,2.3,18.3
05-Jun-16,0,0,0,23.1,0,13.3,12.1,19.1
06-Jun-16,0,0,0,22.1,0,11.4,8.5,19.5
07-Jun-16,0,0,0,23.5,0,14.3,13.5,19.5
08-Jun-16,0,0,0,25.4,0,10.8,8.5,19.5
09-Jun-16,0,1.9,0,22.9,0,11.7,9.9,19.2
10-Jun-16,0,2.9,0,21,0,13.1,12.3,18.9
11-Jun-16,0,1.9,0,21.9,0,14.3,13.6,18.8
12-Jun-16,0,9.2,0,22,0,12.4,12.3,18.6
13-Jun-16,0,5.9,0,20,0,11.6,11.1,17.4
14-Jun-16,0,4.4,0,17.2,0,12,11.7,17
15-Jun-16,0,6.7,0,18.6,0,9.4,7.8,17
16-Jun-16,0,0,0,14.9,0,9.4,6.7,15.8
17-Jun-16,0,0,0,15,0,9.8,8.3,14.6
18-Jun-16,0,4.1,0,18.6,0,9.9,9.3,15.6
19-Jun-16,0,5.9,0,18,0,12.6,12.5,17
20-Jun-16,0,0,0,17.7,0,12.3,12.3,17.2
21-Jun-16,0,0,0,19.4,0,12.2,11.1,17.3
22-Jun-16,0,0,0,19.7,0,9.7,6.8,16.7
23-Jun-16,0,3.9,0,19.5,0,7.6,4.3,16.9
24-Jun-16,0,7.7,0,15.9,0,11.4,10.3,16.9
25-Jun-16,0,0.8,0,15.6,0,11.6,10.7,15.6
26-Jun-16,0,0.4,0,18.4,0,11.1,9.8,15.9
27-Jun-16,0,0.4,0,18,0,9.8,7.7,16.2
28-Jun-16,0,4.4,0,17.2,0,9.4,6.6,15.6
29-Jun-16,0,0.7,0,18.1,0,10.9,9.9,15.4
